Clave Materia,Nombre Materia Largo,Numero Grupo,Crn,Total Alum Inscritos
WKLI1008S,Construyendo cuerpo y mente,202,23664,29
WKLI1008S,Construyendo cuerpo y mente,101,23509,27
WKLI1008S,Construyendo cuerpo y mente,102,23519,30
WKAB1002S,Ponle play a tu bienestar,201,16080,30
WKAB1002S,Ponle play a tu bienestar,202,16081,30
WKLI1008S,Construyendo cuerpo y mente,109,23530,30
WKLI1008S,Construyendo cuerpo y mente,124,23656,27
WKLI1008S,Construyendo cuerpo y mente,111,23532,28
WKLI1008S,Construyendo cuerpo y mente,112,23533,30
WKLI1008S,Construyendo cuerpo y mente,203,23665,29
WKLI1008S,Construyendo cuerpo y mente,204,23666,27
WKAB1002S,Ponle play a tu bienestar,203,16082,30
WKAB1002S,Ponle play a tu bienestar,205,16085,29
WKAB1002S,Ponle play a tu bienestar,207,16093,30
WKLI1008S,Construyendo cuerpo y mente,120,23639,30
WKLI1008S,Construyendo cuerpo y mente,121,23653,30
WKAB1002S,Ponle play a tu bienestar,103,16069,29
WKLI1008S,Construyendo cuerpo y mente,126,23661,29
WKLI1008S,Construyendo cuerpo y mente,118,23634,30
WKLI1008S,Construyendo cuerpo y mente,119,23635,28
WKLI1008S,Construyendo cuerpo y mente,115,23537,29
WKLI1008S,Construyendo cuerpo y mente,116,23628,30
WKAB1002S,Ponle play a tu bienestar,101,16067,30
WKAB1002S,Ponle play a tu bienestar,105,16074,30
WKAB1002S,Ponle play a tu bienestar,206,16092,30
WKAB1002S,Ponle play a tu bienestar,204,16084,28
WKLI1008S,Construyendo cuerpo y mente,107,23529,30
WKLI1008S,Construyendo cuerpo y mente,108,23524,28
WKLI1008S,Construyendo cuerpo y mente,117,23633,30
WKLI1011S,Desafío deportivo,101,24346,30
WKLI1011S,Desafío deportivo,102,24347,29
WKLI1008S,Construyendo cuerpo y mente,122,23654,28
WKLI1008S,Construyendo cuerpo y mente,123,23655,29
WKLI1008S,Construyendo cuerpo y mente,110,23531,30
WKLI1008S,Construyendo cuerpo y mente,125,23657,30
WKAB1002S,Ponle play a tu bienestar,102,16068,30
WKAB1002S,Ponle play a tu bienestar,106,16077,30
WKLI1010S,Transformar para trascender,203,35009,25
WKLI1007S,Ikigai: Construye tus sueños,116,35627,30
WKLI1007S,Ikigai: Construye tus sueños,101,35332,30
WKLI1007S,Ikigai: Construye tus sueños,110,35595,30
WKLI1007S,Ikigai: Construye tus sueños,108,35586,30
WKLI1007S,Ikigai: Construye tus sueños,203,35642,29
WKLI1007S,Ikigai: Construye tus sueños,103,35334,30
WKLI1007S,Ikigai: Construye tus sueños,102,35333,30
WKLI1007S,Ikigai: Construye tus sueños,107,35579,28
WKLI1007S,Ikigai: Construye tus sueños,105,35351,29
WKLI1007S,Ikigai: Construye tus sueños,109,35587,28
WKLI1007S,Ikigai: Construye tus sueños,205,35653,27
WKLI1007S,Ikigai: Construye tus sueños,111,35596,29
WKLI1007S,Ikigai: Construye tus sueños,204,35643,29
WKLI1007S,Ikigai: Construye tus sueños,113,35607,30
WKLI1010S,Transformar para trascender,103,34880,28
WKLI1010S,Transformar para trascender,101,34846,27
WKLI1007S,Ikigai: Construye tus sueños,106,35571,30
WKLI1007S,Ikigai: Construye tus sueños,201,35628,31
WKLI1010S,Transformar para trascender,201,34892,27
WKLI1010S,Transformar para trascender,102,34847,28
WKLI1010S,Transformar para trascender,202,34989,22
WKLI1007S,Ikigai: Construye tus sueños,115,35626,30
WKLI1007S,Ikigai: Construye tus sueños,112,35606,30
WKLI1007S,Ikigai: Construye tus sueños,206,35654,29
WKLI1007S,Ikigai: Construye tus sueños,104,35344,28
WKLI1007S,Ikigai: Construye tus sueños,202,35641,30
WKLI1007S,Ikigai: Construye tus sueños,114,35616,29
WKLI1005S,"Yo, tú, otros, nosotros",106,34984,30
WKLI1005S,"Yo, tú, otros, nosotros",107,34985,30
WKLI1005S,"Yo, tú, otros, nosotros",114,35008,30
WKLI1005S,"Yo, tú, otros, nosotros",110,34988,30
WKLI1005S,"Yo, tú, otros, nosotros",203,35033,29
WKLI1005S,"Yo, tú, otros, nosotros",205,35035,30
WKLI1005S,"Yo, tú, otros, nosotros",101,34979,30
WKLI1005S,"Yo, tú, otros, nosotros",102,34980,29
WKLI1005S,"Yo, tú, otros, nosotros",201,35024,29
WKLI1005S,"Yo, tú, otros, nosotros",204,35034,31
WKLI2001S,"Género, sexualidad y violencia",203,33728,29
WKLI2001S,"Género, sexualidad y violencia",204,33729,30
WKLI1005S,"Yo, tú, otros, nosotros",111,35005,28
WKLI1005S,"Yo, tú, otros, nosotros",108,34986,29
WKLI1005S,"Yo, tú, otros, nosotros",103,34981,30
WKLI1005S,"Yo, tú, otros, nosotros",113,35007,28
WKLI1005S,"Yo, tú, otros, nosotros",104,34982,30
WKLI1005S,"Yo, tú, otros, nosotros",112,35006,28
WKLI1005S,"Yo, tú, otros, nosotros",202,35032,27
WKLI1005S,"Yo, tú, otros, nosotros",206,35046,28
WKLI2001S,"Género, sexualidad y violencia",105,33692,30
WKLI2001S,"Género, sexualidad y violencia",106,33693,30
WKLI2001S,"Género, sexualidad y violencia",108,33695,30
WKLI2001S,"Género, sexualidad y violencia",115,33686,29
WKLI2001S,"Género, sexualidad y violencia",205,33730,28
WKLI2001S,"Género, sexualidad y violencia",206,33731,30
WKLI2001S,"Género, sexualidad y violencia",103,33268,30
WKLI2001S,"Género, sexualidad y violencia",104,33691,30
WKLI2001S,"Género, sexualidad y violencia",109,33696,30
WKLI2001S,"Género, sexualidad y violencia",112,33711,29
WKLI2001S,"Género, sexualidad y violencia",201,33713,30
WKLI2001S,"Género, sexualidad y violencia",107,33694,31
WKLI2001S,"Género, sexualidad y violencia",111,33710,29
WKLI2001S,"Género, sexualidad y violencia",101,33242,28
WKLI2001S,"Género, sexualidad y violencia",102,33243,28
WKLI2001S,"Género, sexualidad y violencia",114,33685,30
WKLI2001S,"Género, sexualidad y violencia",202,33714,29
WKLI2001S,"Género, sexualidad y violencia",110,33697,30
WKLI2001S,"Género, sexualidad y violencia",113,33712,29
WKLI1005S,"Yo, tú, otros, nosotros",105,34983,30
WKLI1005S,"Yo, tú, otros, nosotros",109,34987,30
WKLI1005S,"Yo, tú, otros, nosotros",115,35023,28
WKVP3003S,El arte de comunicar tu marca,111,27289,30
WKVP3001S,Prepárate para la carrera de tu vida,111,25413,27
WKVP3003S,El arte de comunicar tu marca,106,27273,30
WKVP3003S,El arte de comunicar tu marca,202,27302,31
WKVP3001S,Prepárate para la carrera de tu vida,201,25418,32
WKVP3002S,A un clic de tu vida profesional,111,26788,29
WKVP3001S,Prepárate para la carrera de tu vida,202,25419,33
WKVP3003S,El arte de comunicar tu marca,103,27250,31
WKVP3003S,El arte de comunicar tu marca,114,27299,28
WKVP3003S,El arte de comunicar tu marca,101,27239,29
WKVP3003S,El arte de comunicar tu marca,112,27290,28
WKVP3003S,El arte de comunicar tu marca,201,27301,29
WKVP3003S,El arte de comunicar tu marca,113,27291,29
WKVP3002S,A un clic de tu vida profesional,105,25425,30
WKVP3003S,El arte de comunicar tu marca,109,27287,29
WKVP3002S,A un clic de tu vida profesional,108,26597,32
WKVP3002S,A un clic de tu vida profesional,101,25421,30
WKVP3002S,A un clic de tu vida profesional,106,25484,31
WKVP3001S,Prepárate para la carrera de tu vida,113,25415,30
WKVP3001S,Prepárate para la carrera de tu vida,107,25410,30
WKVP3003S,El arte de comunicar tu marca,107,27274,27
WKVP3001S,Prepárate para la carrera de tu vida,106,25409,28
WKVP3001S,Prepárate para la carrera de tu vida,110,25408,31
WKVP3001S,Prepárate para la carrera de tu vida,114,25416,28
WKVP3002S,A un clic de tu vida profesional,103,25423,30
WKVP3001S,Prepárate para la carrera de tu vida,103,25405,28
WKVP3002S,A un clic de tu vida profesional,112,26796,30
WKVP3001S,Prepárate para la carrera de tu vida,203,25420,26
WKVP3002S,A un clic de tu vida profesional,109,26622,31
WKVP3001S,Prepárate para la carrera de tu vida,101,25403,30
WKVP3003S,El arte de comunicar tu marca,203,27309,30
WKVP3001S,Prepárate para la carrera de tu vida,105,25407,31
WKVP3002S,A un clic de tu vida profesional,115,26805,32
WKVP3003S,El arte de comunicar tu marca,105,27262,30
WKVP3001S,Prepárate para la carrera de tu vida,109,25412,31
WKVP3002S,A un clic de tu vida profesional,102,25422,29
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),301,15866,28
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,207,34146,34
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,201,34072,28
WKAR2004S,Semana 18 Enfoque ARQ-3,301,25987,28
WKAC1003S,EVALUACIÓN ETAPA INICIAL - AMBIENTE CONSTRUIDO,202,26785,13
WKAR2007S,Semana 18 Enfoque ARQ-5,306,40584,30
WKAR2004S,Semana 18 Enfoque ARQ-3,302,25996,31
WKAR2007S,Semana 18 Enfoque ARQ-5,303,27032,30
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),302,15867,28
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,202,34073,30
WKAR3006S,EVALUACIÓN ETAPA FINAL - ARQ,301,26811,32
WKAR2008S,Semana 18 Enfoque LUB-5,301,27787,13
WKAR3001S,Semana 18 Enfoque ARQ-4,301,26618,22
WKAR2007S,Semana 18 Enfoque ARQ-5,308,41228,33
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,204,34118,30
WKAR2007S,Semana 18 Enfoque ARQ-5,301,27013,30
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,203,34074,30
WKAR2004S,Semana 18 Enfoque ARQ-3,303,25997,29
WKAR2007S,Semana 18 Enfoque ARQ-5,302,27023,30
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),303,15868,30
WKAR2005S,Semana 18 Enfoque LUB-3,301,26795,7
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),304,15869,30
WKAR2004S,Semana 18 Enfoque ARQ-3,307,26107,28
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,205,34119,31
WKAR2007S,Semana 18 Enfoque ARQ-5,305,40579,29
WKAR2007S,Semana 18 Enfoque ARQ-5,304,40455,29
WKAR2004S,Semana 18 Enfoque ARQ-3,306,26094,30
WKAR2003S,EVALUACIÓN ETAPA INTERMEDIA - LUB,201,26786,11
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),305,15870,28
WKAR2004S,Semana 18 Enfoque ARQ-3,305,26093,29
WKAR2007S,Semana 18 Enfoque ARQ-5,307,40732,30
WKAR2004S,Semana 18 Enfoque ARQ-3,304,26092,27
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,206,34145,30
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),303,21290,35
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),304,41238,32
WKAT2002S,Semana 18 Enfoque LAD-3,301,37956,18
WKAT3001S,Semana 18 Especialización LAD-5,301,37957,25
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),305,41239,32
WKAT3001S,Semana 18 Especialización LAD-5,302,40743,22
WKAT3001S,Semana 18 Especialización LAD-5,303,41472,25
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),301,14710,32
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),302,14711,32
WKDL3002S,Semana 18 Especialización LDI-5,302,40969,30
WKDL3002S,Semana 18 Especialización LDI-5,301,30457,30
WKDL3001S,Semana 18 Enfoque LDI-3,302,30455,20
WKDL3002S,Semana 18 Especialización LDI-5,303,40970,29
WKDL3001S,Semana 18 Enfoque LDI-3,301,30437,25
WKDL2001S,EVALUACIÓN ETAPA INTERMEDIA - LDI,201,30424,16
WKDL3001S,Semana 18 Enfoque LDI-3,303,30456,22
WKDL2002S,Semana 18 Enfoque LDI-4,302,30454,12
WKDL3005S,Evaluación Etapa Final - LDI,301,30080,15
WKRI2001S,EVALUACIÓN ETAPA INTERMEDIA - LRI,201,31645,23
WKEC3003S,Evaluación Etapa Final - LEC,301,35069,10
WKD3001S,Evaluación Etapa Final - LED,304,27127,34
WKD3001S,Evaluación Etapa Final - LED,302,27105,31
WKRI2003S,Semana 18 Enfoque LRI-5,301,33677,28
WKRI3003S,Evaluación Etapa Final - LRI,301,31666,14
WKSO1001S,Semana 18 Ciencias Sociales-1,303,12017,30
WKSO1004S,Semana 18 Ciencias Sociales-3,302,40805,31
WKSO1001S,Semana 18 Ciencias Sociales-1,309,12042,32
WKSO1001S,Semana 18 Ciencias Sociales-1,306,12039,23
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,204,30932,21
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,205,31052,17
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,206,31053,18
WKSO1001S,Semana 18 Ciencias Sociales-1,302,12016,30
WKSO1001S,Semana 18 Ciencias Sociales-1,308,12041,22
WKSO1001S,Semana 18 Ciencias Sociales-1,305,12019,33
WKP2001S,Semana 18 Enfoque LTP-5,301,33687,5
WKP3002S,Evaluación Etapa Final - LTP,301,32659,7
WKSO1001S,Semana 18 Ciencias Sociales-1,307,12040,31
WKSO1002S,Semana 18 Ciencias sociales-2,301,30486,29
WKD3001S,Evaluación Etapa Final - LED,301,27070,33
WKD3001S,Evaluación Etapa Final - LED,303,27111,34
WKSO1001S,Semana 18 Ciencias Sociales-1,310,12043,27
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,201,30904,26
WKSO1004S,Semana 18 Ciencias Sociales-3,301,33572,33
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,203,30917,25
WKSO1001S,Semana 18 Ciencias Sociales-1,304,12018,28
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,202,30905,26
WKSO1001S,Semana 18 Ciencias Sociales-1,301,12015,28
WKD2001S,Semana 18 Enfoque LED-5,304,32129,24
WKD2002S,Semana 18 Enfoque LED-3,302,32099,27
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,204,32146,17
WKD2002S,Semana 18 Enfoque LED-3,304,32112,20
WKD2002S,Semana 18 Enfoque LED-3,301,32098,22
WKD2002S,Semana 18 Enfoque LED-3,303,32100,21
WKD2001S,Semana 18 Enfoque LED-5,301,32126,29
WKD2001S,Semana 18 Enfoque LED-5,305,32130,23
WKD2001S,Semana 18 Enfoque LED-5,303,32128,25
WKD2001S,Semana 18 Enfoque LED-5,302,32127,27
WKD2002S,Semana 18 Enfoque LED-3,305,32113,21
WKD2004S,Semana 18 Enfoque LED-4,301,32114,26
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,201,32143,27
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,203,32145,9
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,202,32144,12
WKEC2003S,Semana 18 Enfoque LEC-5,301,35045,19
WKEC2003S,Semana 18 Enfoque LEC-5,304,35056,19
WKEC2003S,Semana 18 Enfoque LEC-5,303,35055,18
WKEC2003S,Semana 18 Enfoque LEC-5,302,35054,29
WKEC2001S,EVALUACIÓN ETAPA INTERMEDIA - LEC,202,34975,18
WKEC2002S,Semana 18 Enfoque LEC-4,301,35004,18
WKEC2001S,EVALUACIÓN ETAPA INTERMEDIA - LEC,204,34977,18
WKEC2001S,EVALUACIÓN ETAPA INTERMEDIA - LEC,203,34976,16
WKEC2001S,EVALUACIÓN ETAPA INTERMEDIA - LEC,201,35936,18
WKED2001S,EVALUACIÓN ETAPA INTERMEDIA - LEI,201,40558,12
WKED2002S,Semana 18 Enfoque LEI-3,301,36658,15
WKH2001S,Semana 18 Enfoque LLE-3,301,37105,19
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,202,40142,24
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,303,32425,0
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),302,21295,27
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,203,40147,22
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),303,21296,24
WKCO3003S,Evaluación Etapa Final - LC,301,32438,21
WKCO2002S,Semana 18 Enfoque LC-3,301,32391,20
WKCO2004S,Semana 18 Enfoque LC-5,301,32404,15
WKES1004S,EVALUACIÓN ETAPA INICIAL - ESTUDIOS CREATIVOS HUMANIDADES,201,36575,11
WKCO2004S,Semana 18 Enfoque LC-5,302,32426,32
WKCO2003S,Semana 18 Enfoque LC-4,301,32403,14
WKCO2004S,Semana 18 Enfoque LC-5,303,32427,14
WKES1008S,Semana 18 Estudios Creativos EHE-2,302,36558,17
WKMI2004S,Semana 18 Enfoque LPE-5,301,33319,7
WKTM3003S,Evaluación Etapa Final - LTM,301,33805,18
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,201,40062,25
WKES1004S,EVALUACIÓN ETAPA INICIAL - ESTUDIOS CREATIVOS HUMANIDADES,202,36610,13
WKMI2002S,Semana 18 Enfoque LPE-3,301,33318,5
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),301,21294,22
WKES1008S,Semana 18 Estudios Creativos EHE-2,301,36544,17
WKMI2001S,EVALUACIÓN ETAPA INTERMEDIA - LPE,201,33328,7
WKCO2002S,Semana 18 Enfoque LC-3,302,32402,33
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),304,21297,16
WKTM2004S,Semana 18 Enfoque LTM-5,301,33602,16
WKTM2004S,Semana 18 Enfoque LTM-5,302,33603,24
WKTM2001S,EVALUACIÓN ETAPA INTERMEDIA - LTM,201,33793,29
WKTM2002S,Semana 18 Enfoque LTM-3,301,33593,24
WKTM2003S,Semana 18 Enfoque LTM-4,302,33595,21
WKEH2003S,Semana 18 Enfoque LLE-5,301,36748,18
WKEH2001S,EVALUACIÓN ETAPA INTERMEDIA - LLE,201,37366,16
WKBQ1002S,Semana 18 IBQ-3,309,35022,36
WKBQ1002S,Semana 18 IBQ-3,306,34359,38
WKBT2001S,Semana 18 Enfoque IBT-5,302,35141,34
WKTA3002S,Evaluación Etapa Final - IAL,301,35258,1
WKBQ1002S,Semana 18 IBQ-3,304,34189,19
WKBQ1002S,Semana 18 IBQ-3,305,34331,38
WKBQ1002S,Semana 18 IBQ-3,307,34360,38
WKBQ1002S,Semana 18 IBQ-3,303,34188,20
WKBQ1002S,Semana 18 IBQ-3,308,35003,38
WKBT2001S,Semana 18 Enfoque IBT-5,301,35131,33
WKBT3002S,Evaluación Etapa Final - IBT,302,35235,11
WKBQ1002S,Semana 18 IBQ-3,302,34187,32
WKBT2003S,EVALUACIÓN ETAPA INTERMEDIA - IBT,201,40214,6
WKBT3002S,Evaluación Etapa Final - IBT,301,35201,22
WKTA2001S,SEMANA 18 ENFOQUE IAL-5,301,35202,27
WKBQ1002S,Semana 18 IBQ-3,301,34173,36
