Producto, Unidades ,Factura
14627,1,589403
44914,1,700752
15723,1,324737
18535,1,542075
17302,1,767805
34299,1,789040
35093,1,97678
34369,1,123538
23259,1,541066
35440,1,778851
20086,1,631858
34420,1,362373
34230,1,712385
45342,1,718800
38184,1,665819
47659,1,705114
34420,1,608173
34308,1,690785
34058,1,734325
17841,1,511301
41563,1,652167
2822,1,360870
17661,1,362592
16972,1,720487
35658,1,673298
24471,1,577643
47659,1,664448
34280,1,734888
4048,1,176963
17207,1,804314
47645,1,748106
51481,1,394995
19726,1,812758
18916,1,759770
45123,1,734108
47943,1,324853
39335,1,655001
22313,2,361142
41373,1,748568
44842,3,744823
24453,1,642740
27653,1,176904
2050,1,723617
34394,2,515811
23534,1,177175
35026,1,739567
45673,1,650769
17193,10,577002
34778,1,734597
16301,1,324310
15172,1,791945
37582,1,652373
2924,1,746412
47004,1,655001
40340,1,665265
17183,1,926445
34649,1,540761
35208,1,828869
17420,1,625735
5097,1,736076
34415,1,694050
47259,1,336101
20244,1,786916
17391,1,686316
23534,1,679194
35440,1,631977
27072,1,339044
39539,1,733357
20934,1,727359
17177,1,508484
34280,1,178980
47212,1,714575
40037,1,467691
23675,1,335659
34796,1,749996
47016,1,234083
47212,1,718067
1207,1,175167
3086,1,779253
34321,1,795659
24333,1,747735
44262,1,709566
29144,1,395791
1260,1,926483
37188,3,125283
35184,1,828935
24148,1,791724
20673,1,81487
2361,1,435183
12640,1,723760
19027,1,810557
2017,1,507080
38993,1,734787
34312,1,511976
35397,1,713084
46817,1,176934
34515,1,466169
19605,1,464072
41643,1,924083
37584,1,786375
51463,1,550471
19668,1,711177
34694,1,466584
25228,1,714445
37645,1,336907
24330,1,743731
37961,1,721704
20641,1,713230
24338,1,647736
19024,1,764041
42936,1,361892
37645,1,691819
41825,1,645780
17244,1,771614
16972,1,580018
34392,1,751910
48381,1,830568
34069,1,722219
41794,2,361791
34321,1,679873
9679,1,705208
37974,1,724418
47829,1,824349
47297,1,827856
17272,1,829638
36485,1,621989
39533,1,321773
47948,1,635039
17193,1,465688
4127,2,739342
41396,1,126586
47075,2,605557
34116,4,570502
37527,1,781350
34301,1,794072
47240,1,742776
24473,1,636083
23308,1,794666
44575,1,832615
41792,1,714874
34646,1,318236
17439,1,723313
27071,1,540123
20673,1,512173
1490,1,924875
24335,1,30057
34696,1,734216
39504,1,234037
30213,2,830580
25735,1,745291
17206,1,714000
16662,1,614844
37582,1,668831
23259,1,318352
35500,1,540999
34039,1,125444
47259,1,798767
34582,1,664097
18578,1,690273
24323,1,260273
34695,1,609192
20176,1,709670
17147,1,744158
8290,2,98632
34089,1,494793
17428,1,713674
30213,1,671073
34695,1,318659
46914,1,29422
24337,1,688769
17397,1,505099
840,1,774709
20312,1,97467
41642,1,372299
34097,1,733965
34742,1,706102
24415,1,728588
34302,1,99205
47949,1,512437
48006,1,798559
17272,1,811220
33225,1,926535
17774,1,324632
16972,1,660326
34090,3,715120
41915,1,745572
34704,1,667586
35967,1,126015
46817,1,568084
48216,1,563596
40012,1,29410
24035,1,711897
33835,1,686814
17166,2,693444
17696,1,721641
37583,1,733183
47016,1,116896
17197,1,716102
37520,1,178348
34694,1,708791
5786,1,97467
34679,1,465427
44261,1,766769
20392,1,816671
39663,2,774144
47117,1,633997
24035,1,772545
37916,2,698213
21425,1,645266
34248,1,631137
46893,1,649157
18578,1,724918
16922,1,361830
34301,1,714063
17147,1,780527
40604,1,646293
47219,1,585555
3196,1,705862
34695,1,593494
2927,1,832383
27738,1,540042
34386,1,11398
38082,1,830263
17207,1,182592
17390,1,628480
37526,1,299613
18747,1,322571
20092,1,543895
34274,2,711817
48248,1,324938
37945,1,139725
34673,1,813541
34302,1,7212
34069,1,183664
34100,1,234037
37529,2,318196
30531,1,574287
46817,1,183065
27940,1,713433
37583,1,702474
34308,1,718534
26009,2,327417
35394,1,575138
41789,1,695487
44817,1,832333
34137,1,726597
30213,1,711811
42523,1,701265
17165,1,682642
1306,1,465357
40068,1,726068
2740,1,635373
47287,1,800737
47953,1,747728
6244,1,468253
35175,1,548640
17238,1,496369
34446,1,831125
34028,1,794195
30213,1,819682
4123,1,670162
31379,1,318550
51261,1,81243
38993,1,724207
17183,2,642288
34321,1,177642
34386,1,468706
31391,2,259878
18451,1,697719
16983,1,335139
24328,1,716994
17431,1,82094
16944,1,579768
1094,1,636254
46866,1,577002
4913,1,666534
37583,1,658813
19880,1,788821
4129,1,575155
36633,1,633961
27441,1,334504
23913,1,829553
326,1,179102
34369,1,634620
20244,1,728207
17186,1,786883
16923,1,610890
35298,1,336888
22437,1,711761
17165,1,625697
37645,1,80902
17253,1,714007
35298,1,322621
47993,1,713193
33835,1,731837
35622,2,925637
19408,1,767721
35191,1,671453
45147,2,731177
2682,2,732956
28377,1,745453
27771,1,695664
41916,1,178386
35437,1,827021
17144,1,335002
23153,1,568784
39505,2,373255
20275,1,299568
47340,1,673808
5655,2,495187
19981,1,671380
34704,1,543422
24145,1,328297
37236,1,677096
37749,2,641313
50630,1,396730
46914,1,299009
47785,1,465828
46893,2,747136
1954,1,656967
50204,1,795558
23292,1,337263
315,1,126732
33679,1,702612
24335,1,336516
17704,1,637829
17387,1,664738
17737,1,753558
17439,1,735921
47340,1,619264
23946,3,335237
35222,1,831927
34582,2,126629
5688,1,183715
37236,1,811965
16996,1,539049
17436,1,704154
39583,1,633668
24473,1,752079
47949,1,646599
17704,1,643526
24333,1,29843
17387,1,736209
37452,6,711328
47292,1,777866
34673,1,539920
20634,1,580348
37582,1,829441
34230,1,754512
4723,1,725348
34371,1,513713
34025,1,179623
1807,2,808321
35365,1,541455
20535,1,179149
3066,1,788338
39351,1,778995
34311,1,259572
17735,1,705114
35467,1,321622
1922,1,673667
35948,3,927041
47119,1,605365
849,1,728287
26632,1,725501
17387,1,178808
19605,1,690190
34039,1,467996
34515,1,667416
17420,1,361892
34097,1,771490
23841,1,391156
17771,2,731123
20518,1,328628
1954,1,674228
34343,1,391114
17387,1,362338
17253,1,624608
3430,2,820072
36045,1,735007
18164,1,749094
39599,1,829175
37526,1,625366
35120,1,636798
23841,1,632865
9516,1,28610
17271,1,832163
37526,1,712505
41915,1,177870
34301,1,702557
24466,1,765258
41563,1,646596
47004,1,369880
18145,1,594312
169,1,786256
24967,1,693368
34059,1,622492
23947,1,729325
34718,1,785898
34369,2,726305
28077,1,336348
1440,1,877728
25161,1,767642
34324,1,685808
37051,1,676026
33975,1,540131
39507,1,766219
47231,1,244459
34059,1,394967
39546,2,646965
37582,1,177388
35191,1,829624
4083,1,621353
35769,1,830282
40827,1,780839
24415,1,318068
35746,1,649326
45456,1,763842
48443,1,642668
35145,1,670277
47659,1,318349
35365,1,22654
28251,1,864138
34568,1,630319
39465,1,690992
23683,1,178873
34083,1,720937
17841,1,81452
17783,1,232873
16971,1,324672
17302,1,723772
20260,1,684206
23676,1,733046
35369,2,543634
1425,1,259003
2536,1,830455
34296,1,183961
14229,1,362081
48381,1,680217
29259,1,723898
35622,1,799741
19723,1,468065
37051,1,788372
20674,1,673271
34445,1,174240
24145,1,540448
41903,1,705114
17147,1,765281
34484,1,761210
35050,1,323610
34068,1,396237
23558,1,466548
34438,1,710322
33929,1,601194
18290,1,774025
34336,1,539779
46914,1,759546
27740,1,466817
37527,1,662745
2925,1,735805
37051,2,724175
47240,1,759500
34331,1,673251
35693,1,694790
23723,1,924063
20312,1,390548
35872,1,744823
23313,1,335740
34482,1,712684
46893,1,830840
17207,1,682776
17271,1,633694
45733,1,829596
12223,1,176867
17145,1,924101
35221,1,702080
20289,1,615786
40260,1,831797
34068,1,766660
34392,1,317885
37526,1,701533
29700,1,698644
34082,1,178032
16972,1,687974
34099,2,318851
48227,1,534415
24175,1,821029
47993,1,465398
2608,1,707536
37587,1,757558
37437,1,565564
17165,1,758799
17537,1,721205
34069,2,336604
17692,1,636023
48296,1,717430
40601,1,735789
2460,1,765258
41792,1,768573
36688,1,582384
34289,1,361191
37584,1,258878
17115,1,126647
23534,1,705401
37582,1,117869
23290,1,614869
24330,1,787124
48296,1,739900
34723,1,737645
47659,2,361167
35952,1,670623
45134,1,692644
30534,1,543842
47943,1,97812
40596,1,318516
24035,1,234674
37526,1,501864
51023,1,623986
37529,1,785916
39510,1,708179
43296,1,98519
17386,1,770527
46256,1,723960
49956,1,764764
34820,1,676265
37527,1,466716
30213,1,318820
35318,1,668292
14802,1,469130
34039,2,392464
47939,1,644782
47993,1,794968
37057,2,778757
48443,1,588760
20198,1,735253
37737,1,183839
34433,1,396072
17093,1,542248
34308,1,117962
37236,2,465357
40138,1,772096
18751,1,175423
37051,1,829172
47340,4,795053
35500,1,603251
34809,1,711464
18535,1,541578
23198,1,617277
47943,1,646533
22217,1,260429
35658,3,782575
40956,1,725866
17737,1,326638
38028,2,773069
34311,1,831055
35302,1,727897
27592,1,794909
37583,1,336572
34704,2,632329
18754,1,318008
34419,1,231948
23290,1,395101
20659,1,686271
16947,1,635647
34068,1,643846
20673,1,544295
39532,1,724831
43905,1,660014
13307,1,175223
17696,1,179068
35365,1,646024
14087,2,328475
23607,1,648690
34137,1,817728
34296,1,796692
47296,1,675831
19963,1,597043
50789,1,674609
34386,1,683684
23534,1,177143
31292,1,466294
23314,1,324589
2050,1,657989
35200,1,645498
17183,2,541375
34274,1,327350
22385,1,673780
18267,1,633756
23880,1,392903
17395,1,734846
34742,1,810437
18537,1,731968
41915,1,730912
44818,1,732855
39472,1,717630
20196,2,667161
24356,1,641380
38766,1,505460
37645,1,666534
17144,1,712295
47939,1,653309
34436,1,663908
20268,1,648690
43350,1,326593
20316,1,82260
47949,1,715083
30014,1,732858
47082,1,690461
9676,1,736631
24145,1,82002
2489,1,542246
39149,2,808686
41563,1,299032
34379,1,750978
16963,1,804217
35500,1,494793
39893,2,790517
39975,1,577694
23683,1,807846
30213,1,624359
17511,1,800375
35622,1,671400
24472,1,175993
24336,2,178041
17142,1,715094
24111,1,750783
27771,1,391601
19488,1,260874
34386,1,323434
34369,1,734356
199,1,544790
16922,1,28731
34694,1,391337
24035,1,174846
45673,1,496086
36065,1,582494
17737,1,654989
48297,1,299143
17387,1,800632
47651,1,602289
35105,1,264534
34742,1,744477
34078,1,675833
34589,1,233702
17433,1,739342
34482,1,830704
47292,1,548944
46914,1,707233
34384,1,391392
40436,1,714799
38993,1,391828
34741,1,676209
46867,1,674611
41475,1,815836
17537,1,512139
1458,1,925334
37190,1,675859
17387,1,694433
22231,1,666043
19907,1,465274
48033,1,117011
34425,1,620190
41642,1,322340
35298,1,684332
38993,1,723941
24145,1,734031
34483,5,927185
17796,1,751910
24116,1,139584
17426,1,760507
34342,1,711468
37583,1,699698
19723,1,600537
28151,1,925091
37449,1,781715
34299,1,802880
35394,1,702489
23259,1,656757
29156,1,392112
17377,1,258759
35463,1,176182
47783,1,735448
34561,1,736379
37051,1,732720
34568,1,688602
35184,1,260744
47659,2,567926
34742,1,826260
45994,1,713586
38746,1,814884
27072,1,299179
44048,1,795558
47004,1,626184
16894,1,503647
48296,1,391889
49155,1,830449
34778,1,781190
30213,1,713815
34679,1,757275
17704,1,325013
47678,1,654677
17128,1,513512
48220,1,327007
47259,1,177143
46915,1,712946
19605,1,925186
46865,1,724605
17272,1,655582
47659,1,750919
4494,1,711591
24333,1,723961
46817,1,724719
27756,1,764535
23699,1,734130
30174,1,765453
41795,1,805208
27831,1,830755
45697,1,623619
16938,1,777569
16894,1,712633
31528,1,751180
34108,1,468413
19708,1,923739
48423,1,829268
44007,1,178927
27469,1,626881
963,1,468264
14197,1,183799
38993,1,792006
45957,1,704463
18578,1,361273
9496,1,657184
20256,1,336335
16981,1,513756
41645,1,541804
35501,1,626106
34286,1,116883
34475,1,259750
16077,1,726305
35160,1,721912
39537,1,659770
38216,2,635252
46966,1,725178
20278,1,723061
23855,1,715312
23259,3,563655
41372,1,809613
34083,1,709670
40035,1,829755
41703,1,635046
37949,1,693774
39599,1,724594
17302,4,792477
6232,1,829501
37584,1,787549
34109,1,810036
2548,2,677541
17496,2,318403
34230,1,177497
33840,2,617953
17499,2,178708
17166,1,724440
46817,1,664727
2089,1,720191
19618,1,670393
34455,1,460345
24454,1,323697
19845,1,800892
16996,1,724811
24035,1,720335
37584,1,756683
15643,1,396474
16661,1,820151
36102,1,80688
35760,1,689593
23534,1,755729
13908,1,924099
34649,1,362910
15196,1,724675
47993,1,692441
7568,1,321609
35318,1,579102
39531,1,748482
34095,1,720094
19806,1,758204
41642,1,672814
34798,1,825978
18367,1,540300
17257,1,732477
41550,1,731984
5895,2,711961
34436,1,98039
14627,1,648824
19418,1,778345
34324,1,766444
4129,1,746683
47259,1,468034
47786,1,780931
23723,1,692979
34301,1,830828
34115,1,668220
47659,1,658309
17165,1,676088
34311,1,726294
40598,1,653390
23290,1,654906
37527,1,686316
43758,1,81294
34483,1,743527
37582,1,650645
20673,1,711091
33840,1,328229
34694,1,126071
19412,1,299125
47340,1,391907
15702,1,734048
34369,1,82794
34666,1,391922
17147,1,567350
20639,1,361632
46966,1,749198
30319,1,620171
28046,1,791637
35096,1,327834
34742,1,753623
17769,1,617437
35294,1,774089
34420,1,665784
35298,1,82155
47681,1,318719
18834,1,541643
24333,1,179105
37527,1,356697
34433,1,663316
37611,1,683612
20541,1,679533
24335,1,727232
40598,1,361410
30213,1,686900
23675,1,924342
17439,1,798637
25865,1,926590
41645,1,694556
34324,1,820524
47949,1,541455
23679,1,813984
18747,1,734179
27714,1,742239
21489,1,243690
41642,2,631785
45252,1,468945
34039,1,334473
17766,1,792793
23925,2,739540
17422,1,665115
17131,1,621684
34742,1,831423
27714,1,605557
35056,1,712786
41794,1,613514
163,1,793646
21794,1,690577
36999,1,748825
34581,1,733237
34324,1,176134
17244,1,810276
42955,1,690291
17387,1,391454
29365,1,794632
47240,1,686118
3158,1,734267
37843,1,540189
36999,1,11915
35302,1,177820
24415,1,750194
1483,1,713935
34286,1,642057
47785,1,733244
41647,1,780931
34568,1,394917
40943,1,317885
35440,1,323933
18023,1,544475
37449,1,673075
19956,1,736713
6230,1,318574
38281,1,742186
51398,2,336801
34568,1,616353
34239,1,607167
46340,1,540052
36475,1,733967
47949,1,771545
47786,1,126744
17439,2,632130
45162,1,97517
41647,1,809073
29752,1,607698
24454,1,178378
47212,1,781274
29259,1,923614
34115,1,681842
42446,1,318041
41903,1,691854
7920,1,758799
37923,1,646597
23534,1,495786
37583,1,789380
17439,1,322352
17350,1,623549
27798,1,742683
34742,1,667892
40288,2,234037
24036,1,394860
39504,1,182670
17527,1,335725
17235,1,318165
40138,1,758242
17882,1,541081
34437,1,327259
34340,1,663359
30213,1,234037
40769,1,620300
19854,1,692591
34182,1,706563
35370,1,182603
34112,1,704005
17214,1,790063
39504,1,723916
5135,1,750983
199,1,178137
40436,1,182867
39781,1,774583
25011,1,336240
12366,1,178800
27972,1,924042
34759,1,392295
34311,1,729592
24471,1,711961
35883,1,709382
17694,1,745234
41545,1,97703
15196,1,715431
17166,1,183190
18569,1,794968
17358,1,676139
37153,1,667691
40432,1,324372
20290,1,738787
19956,1,650018
18367,1,682593
34632,2,828600
41794,1,830889
38767,1,801168
36638,1,673075
35370,1,543364
17154,1,369231
35050,1,709099
20282,1,610299
16972,10,696643
34704,1,335660
23898,1,723141
34437,1,97939
34248,1,735957
46257,1,643504
34334,1,541307
37538,1,722415
17138,1,335516
34299,1,394197
24333,1,804777
39571,1,651626
17207,1,797845
17439,1,821695
23534,1,613690
30052,1,603528
17491,1,260402
4494,1,639893
199,1,721186
34811,1,815799
23676,1,328399
17787,1,924658
48216,1,655330
19520,1,391127
34391,1,612088
34112,1,466389
16955,1,681319
34791,1,726305
36102,1,726317
34068,1,748757
6122,1,621400
2705,1,391590
23946,1,469368
36000,1,773136
38179,1,721091
34160,1,299547
37974,1,176527
27073,1,733086
35251,1,724318
17839,1,719812
24338,1,616600
41792,1,586189
20915,1,324981
35693,1,656828
37520,1,705369
34628,1,722086
40772,1,126754
20618,1,233702
19810,1,495292
17387,1,667962
33092,1,695913
39590,1,755987
20314,1,363802
40596,1,178608
20313,1,562237
2476,1,819176
36045,1,797135
47755,1,653501
34768,1,667015
4723,1,831956
43450,1,734695
4723,1,619883
1833,1,829359
44970,1,927094
47659,1,466028
47938,1,542140
1588,1,741539
17244,1,742561
44251,1,607330
24111,1,665931
39599,1,555894
18535,1,258371
34182,1,325107
48212,1,769448
17193,1,541872
45716,1,711531
35748,1,792190
16955,1,556270
17387,1,646596
45442,1,723061
20316,1,710878
24371,1,790019
20079,1,687179
17207,1,620043
34324,1,788144
39599,1,728129
47340,1,776942
47949,1,391117
35881,1,712069
53014,1,7390
42634,1,362723
24275,1,708146
17537,1,259174
17242,1,467839
17223,1,586189
34083,1,622714
45450,1,764041
34425,1,730185
2141,1,391494
17223,1,473670
41553,1,792827
34090,1,770327
23343,1,543627
1335,1,628325
37151,1,711419
40998,1,779165
39628,1,671625
24501,1,924233
37177,1,781894
44842,1,926445
39543,1,717613
50007,1,755297
34404,1,177081
16983,1,707282
44265,2,610483
35098,1,791119
18144,1,183413
48216,1,726191
18035,1,392302
38993,1,643713
30531,1,680134
28933,1,749934
49565,1,800631
43776,1,711851
24333,1,693004
23534,1,541665
27559,1,679328
24473,1,337137
5895,1,690848
17154,1,175009
35096,1,644059
36107,1,810563
20625,1,690473
38202,1,336809
18535,1,724863
26689,1,687036
16922,1,662358
41309,1,715348
46008,1,542330
46977,1,687030
20752,1,829560
34742,1,665653
17193,1,575529
16972,3,705876
41373,1,175056
37527,1,182866
51135,1,712145
35952,1,690493
17534,1,715792
16955,1,391403
24333,1,925155
32001,1,704086
17207,1,539689
34666,1,607928
18754,1,757908
48309,1,635633
16947,1,924348
37568,1,714077
46007,1,327596
17350,1,713821
34388,1,712067
47810,1,704364
23534,1,336848
39940,1,818074
35440,1,591692
14627,1,640344
1850,1,599074
23398,1,721541
17512,1,832073
30807,1,795242
14981,1,337244
47259,1,672814
41643,1,713092
12836,1,924568
34768,1,721249
39532,1,757855
15196,1,770637
24471,1,512849
45994,1,175131
18535,1,719087
14588,1,318650
28056,1,177840
24330,1,719424
4117,1,138976
27985,1,660480
35191,1,465403
17459,1,815609
34311,1,394204
34742,1,335737
18143,2,830438
13766,1,926199
39539,1,681235
4723,1,811104
18754,1,751935
16944,1,335200
35397,1,233702
43758,1,786716
37529,1,708914
30213,1,731251
16962,1,178910
18535,1,724841
40280,1,176707
47614,1,672814
2925,1,668292
34484,1,603986
40340,1,780686
37584,1,660480
47294,1,710705
35137,1,721177
39794,1,674443
43295,1,737757
20313,1,658813
34384,1,323897
14627,1,542356
35303,1,925703
1441,1,805326
31338,1,234329
34083,1,646087
34696,1,734638
17235,1,823667
41642,1,679917
34433,2,829788
41916,1,734758
27862,1,925952
40744,1,299935
24330,1,646686
47786,1,734098
40450,1,684708
24501,1,831225
35208,1,695833
28011,1,540029
16822,1,817394
34415,1,689489
17387,1,667007
17242,1,713630
199,2,540041
36023,1,542739
28021,1,639176
39983,1,678936
14802,1,791119
2306,1,680353
41396,1,260530
23624,1,534497
23248,1,394720
34483,1,299290
44033,1,724405
17808,4,233599
34433,1,620528
48157,1,653405
17253,1,323085
4785,1,390806
24330,1,652189
47581,1,698433
28107,1,395011
48296,1,655889
30052,1,618487
47651,1,777020
29259,1,733655
1878,1,780818
20072,1,335612
2316,1,616876
23409,1,828670
47678,1,711593
2710,1,323662
30213,1,695079
39532,1,465649
24342,1,735871
48313,1,620310
12460,1,682492
34068,1,752525
47653,1,686321
35807,1,243544
27321,1,781160
35395,1,539051
199,2,721957
48220,1,694040
21730,1,830175
40380,3,785822
46914,1,795896
39934,1,22671
17436,1,318761
34230,1,608689
46893,1,650491
47943,1,584801
34299,1,599294
39834,3,625576
49694,1,826912
34028,1,467034
41795,1,541336
18751,1,701404
34728,1,470067
24335,1,676324
17912,1,327212
19624,1,494725
39531,1,657387
16121,1,391442
30777,1,684584
18296,1,540639
37490,1,179186
34269,1,677352
20541,1,511411
37765,1,543994
17674,2,177677
34068,1,648949
20244,1,650287
34274,1,725399
23675,1,737951
40827,1,327772
19416,1,653572
35972,1,98957
17839,1,126939
51196,1,646599
20704,1,725450
17841,1,722740
27321,1,789626
17439,1,696227
36065,1,668875
47645,1,708935
34299,1,617345
24330,2,97678
35191,1,714936
35026,1,809872
40037,1,682830
22746,1,797447
47297,1,821087
17302,1,832068
17482,1,680188
34308,1,813984
37406,1,326995
46914,4,638043
47942,1,655487
39583,1,734386
34371,1,609088
24319,1,433924
34324,1,692907
33118,1,183255
47616,1,673020
20679,1,645013
39534,1,299822
39545,1,802362
47757,1,626188
20457,1,676569
963,1,392933
34059,1,692053
34568,1,618106
46748,1,183966
23290,1,712921
44048,1,830707
17120,1,677991
21151,1,634687
16962,1,183863
24115,1,771637
37216,1,764041
17492,1,821020
22547,1,739863
6515,1,687873
35501,1,802415
39546,1,735305
30433,1,627571
47993,1,733667
34695,1,627571
199,1,326671
23343,1,571542
46848,1,612021
23292,1,611258
21663,1,712278
17154,1,711091
16963,1,362339
49097,1,125480
35038,1,783355
3050,1,613853
48396,1,361592
38993,1,126089
47240,1,726683
33835,1,648946
48445,1,794343
19023,1,326673
28127,1,681497
47757,1,666327
34437,1,689458
17748,1,735706
23534,1,176151
34389,1,176371
3005,1,543292
41373,1,705341
24501,1,831659
47340,1,464315
38746,1,735165
48161,2,652167
33092,1,245438
35697,1,626624
34095,1,318324
24330,1,98901
34695,1,702146
6593,1,735107
47292,1,608153
17439,1,649243
44251,1,182676
2465,1,318134
17387,1,792682
34115,1,693436
17128,1,604971
17415,1,653773
37537,1,803514
34566,1,724401
34433,1,578460
48022,1,775111
17155,1,636647
48404,1,762451
43295,1,727398
47259,1,29921
35501,1,362037
24035,1,176202
17244,1,638184
199,1,497353
34742,1,654237
17662,1,541910
17708,3,713186
24333,1,324420
17737,1,395193
34703,1,636254
23675,1,723857
34324,1,685020
17206,1,221112
17439,1,762158
34386,1,764535
37584,1,620964
34438,1,822845
17481,1,926403
2558,1,665344
34068,1,540400
34369,1,735431
17191,1,811303
23343,1,542140
34581,1,738970
32267,1,540719
20639,1,695696
27954,1,788509
17302,1,673780
20672,1,750950
19497,1,178442
17244,1,654094
18027,2,567789
17186,1,761636
24323,1,468386
16959,1,686271
17428,2,790095
47306,1,125297
35365,1,655659
34160,1,593766
37584,1,628495
20396,1,831099
34742,1,710447
37520,1,927183
23566,1,732603
19907,1,704549
34386,1,723684
17481,1,638057
39544,1,701784
18023,1,703225
30213,1,467618
17235,1,469716
2731,1,175478
17435,1,543501
34355,1,176569
37329,1,782858
20263,1,542855
27800,1,763043
47181,1,772784
34694,2,540168
24335,1,642507
34078,1,591640
30213,1,702469
24328,1,175402
38987,1,299363
29863,1,552765
34673,1,324511
24465,1,322578
24330,1,831113
17223,5,687915
34115,1,734677
44783,1,744686
34335,1,709670
49697,1,759316
17193,1,468629
47780,1,794334
20383,1,540691
34742,1,328228
1830,20,766581
34386,1,644993
34160,1,178970
34112,1,717664
28186,1,618121
34302,1,778710
17515,1,318571
17515,1,539627
17144,1,597348
34116,1,692393
17387,1,737951
34415,1,827292
47786,1,465043
3173,1,731636
37051,1,726189
17154,1,699536
34533,2,711591
37852,3,717832
34566,2,363147
39250,1,831181
52925,1,608570
17128,1,678339
36102,1,693800
47581,1,717714
41556,1,317870
35295,1,29103
47212,1,748735
20275,1,736037
17737,1,363055
34327,1,260293
34111,1,25612
17529,1,614463
37527,1,697859
20457,1,654906
20360,1,736190
37974,2,781330
17207,1,693995
34296,1,512068
48443,1,611921
17350,1,693546
11822,2,686630
37452,1,327843
34097,1,790520
1151,1,809378
24371,1,926841
41645,2,177029
34746,1,469571
19024,1,675142
36638,1,392620
17165,1,746829
47993,1,735835
48396,1,778557
16972,1,542466
5301,1,711679
40340,1,734669
39839,1,540359
28907,1,544234
31529,1,543634
24336,1,623986
20639,1,686213
40596,1,663559
163,1,620404
34112,2,754372
17482,1,711648
37057,1,542331
23291,1,542361
35952,1,831893
19395,1,665545
34694,1,391218
34386,1,668636
47290,1,623445
30213,1,713039
35191,1,360847
34374,1,756787
47259,1,726301
30073,1,395541
34369,1,647237
34483,1,540359
43199,1,739313
34389,1,657594
17491,1,717200
23290,1,724659
34704,1,125706
41647,1,643790
47340,1,746175
23427,1,683192
1120,1,649909
48220,1,623497
47259,2,674294
48022,1,706041
9242,3,599294
34112,1,832471
34742,1,462059
44451,2,711208
2556,1,118440
17387,1,690828
34068,1,336389
24371,1,923671
39537,1,687921
24335,1,637091
35145,1,468228
37251,1,511494
23191,1,581978
23928,1,762924
34112,1,926611
17233,2,787012
37481,2,30087
17431,1,742289
37584,1,678081
41591,1,361458
37049,1,495371
34098,1,668687
35297,1,829420
19463,1,126734
16944,1,605557
23558,1,693485
39831,1,183928
36633,1,81488
23291,1,370963
34694,1,790994
34324,1,744178
25169,1,682849
27321,1,465404
39881,1,466928
34160,1,830530
18740,1,98142
35501,1,468177
30531,1,827137
47004,1,650802
17439,1,176306
199,1,648657
47676,1,700608
20248,1,363383
34358,1,569046
10087,1,711966
34694,1,539573
24324,1,673901
17218,1,802472
17257,2,776921
47259,1,97862
44291,1,468267
17258,1,322717
37583,1,647052
39571,1,726056
49195,1,670277
23624,1,780686
18290,1,81073
34628,1,258659
41903,1,328875
47016,1,615570
47785,1,467732
47661,1,625613
34043,1,617345
12596,1,576462
17887,1,466019
39841,1,647325
34308,2,780686
48249,1,656102
48445,1,638755
34361,1,508503
11990,1,259533
34248,1,723733
47829,1,743642
35141,1,633286
27527,1,711701
37584,1,829683
36411,1,726234
19003,1,830640
37177,1,568784
41904,1,723558
8214,1,751437
17191,1,335254
16822,1,717630
39504,1,643692
34483,2,335581
17449,1,394426
2346,1,539930
40034,1,655601
37189,1,232871
46679,1,927254
35658,1,97394
47259,1,618835
1106,1,788139
40598,1,391381
34483,1,540079
34791,1,745438
35098,2,664661
19812,1,770654
963,1,646786
39545,1,395843
34331,1,726607
30655,1,802186
30213,1,924491
16983,1,175744
39286,1,466833
34369,1,711134
41642,1,395375
46977,1,627699
41903,1,786394
24035,1,773344
34061,2,176622
35191,1,689942
34742,1,743344
34299,1,392719
42320,1,679095
34311,1,680353
37051,1,178613
17415,1,652052
46817,1,625697
52785,1,177177
40436,1,543914
11737,1,324314
17494,1,579574
37949,1,635795
47599,1,655488
14891,1,708213
46894,1,179039
17840,1,738679
35474,1,657921
27939,1,708652
17431,1,683834
46915,1,725063
34566,1,336944
4129,1,711217
34038,1,924381
3139,1,362575
3033,1,621935
20915,1,729122
39507,1,637665
39545,1,467464
24371,1,756048
23913,1,466839
24333,1,668196
23624,1,327900
38179,1,182889
17223,1,595005
47784,2,466129
45162,1,638644
47353,1,177472
2348,1,496346
34098,1,468197
16822,1,699527
37482,1,718202
24035,1,654198
44792,1,244209
34441,1,317945
49697,2,537189
38167,1,653872
5097,1,467262
18268,1,761066
23191,1,735058
34182,1,715293
23913,1,721235
47162,1,815691
39640,1,710543
46817,1,597074
30213,1,830316
34742,1,467686
17390,1,784233
24356,1,706655
23534,1,322857
48006,1,335209
34483,1,258880
30213,1,877728
16923,1,716485
30213,1,830094
46043,1,658992
35298,1,713733
35170,1,671140
34028,1,733387
17882,1,543119
37527,1,748588
17661,2,742975
17513,1,712552
23248,1,817678
18368,1,656038
47219,2,711935
23924,1,232871
17120,1,585778
34312,1,396869
37436,1,617674
47656,1,618804
23946,1,829518
6363,1,467405
34100,1,395516
37374,1,782851
38993,1,810278
17342,1,318177
17513,1,176742
39856,1,744941
23292,1,702765
37728,1,712327
39597,1,539822
47292,1,686829
48233,1,695564
21969,1,657568
17705,1,635565
37584,1,719401
34324,1,629755
37538,1,541389
37584,1,97467
35462,1,182760
46866,1,126734
