Producto, Unidades ,Factura
17377,1,760128
47092,1,778317
38032,1,499159
24335,1,80811
34742,1,785899
34304,1,665418
16959,1,431364
39545,1,597346
17387,1,698894
48249,4,677077
24355,1,713322
29362,1,649935
34425,1,385643
46867,1,577504
11702,1,944448
34455,1,641502
34673,1,716477
4129,1,724902
45242,1,598290
17394,1,137927
24473,1,577192
24035,1,749052
48022,1,98634
3140,1,215289
37974,1,447401
40436,1,104660
24330,1,645866
37482,1,578846
34342,1,615411
21568,1,628808
34264,1,657966
20752,1,766194
42523,1,614132
16894,1,632582
47659,1,736425
26632,1,447943
37538,1,742256
41904,1,716113
39482,1,742547
34742,1,213533
17529,1,501314
17120,1,809875
20672,1,680642
2081,1,329677
17737,1,590144
20361,1,761601
41792,1,792002
24415,1,736995
34028,1,500103
24035,1,191448
34069,1,706441
47052,1,421488
37051,1,421416
19837,1,751356
2032,1,500645
18368,1,791935
20673,1,715558
37749,1,801733
23699,1,629544
20361,1,421147
46817,1,610658
2767,1,771846
46966,1,687582
43794,1,826079
41642,3,726531
34083,1,421550
37266,1,721900
41559,1,648444
1460,1,624811
37153,1,661383
34809,2,622179
46848,1,300054
47276,4,801646
42399,1,752593
40362,2,646354
43735,1,681526
45696,2,314775
24453,1,709662
17841,1,746751
20673,1,777326
34742,1,628551
43786,1,447654
52940,1,419963
33351,1,580924
42630,1,421992
17397,2,59791
47297,1,500220
17492,1,696503
7732,1,650013
37582,1,328198
23534,1,328740
17387,1,296921
17218,1,301043
24325,1,221889
34336,1,501133
23607,1,766352
34112,1,772561
34579,1,743673
20359,1,621942
39507,1,701739
34274,1,639875
16940,1,695390
30531,1,420246
35967,1,801319
47581,1,640482
16933,1,741916
17253,1,614214
24174,1,693572
35971,1,780182
17131,1,328806
20750,1,22318
43530,1,791169
41372,1,947061
23841,1,769957
17242,1,701139
16983,1,621033
34436,1,758490
29700,1,420400
40998,1,444504
35221,1,705348
15196,1,721074
34386,1,218438
37727,1,750698
34361,1,58361
34568,1,330883
18367,1,745797
6374,1,695778
37151,1,618786
17702,1,123659
3005,1,300274
20012,1,501480
39504,1,683567
34628,1,445762
28246,1,736285
17436,1,612334
6381,1,748252
33564,1,577593
35401,1,329701
41643,1,81736
17259,1,592746
35298,1,742547
8295,1,315831
16968,1,478395
17415,1,624868
1102,1,192513
44849,1,767536
18164,1,328607
14279,1,575748
23602,1,87330
34112,1,501645
27395,1,646220
23534,2,215959
17271,1,221213
45992,1,663171
41642,1,708982
17177,1,682840
24338,1,230354
20361,1,736285
18266,1,735705
34092,1,702928
34818,1,598079
35501,1,576293
34112,1,762208
17183,2,655525
16983,2,315882
17481,1,698317
158,1,104249
20841,1,646773
41903,1,729272
17186,6,218411
17417,1,794633
34112,1,779155
47669,1,674304
17144,1,160508
17183,1,215837
20750,1,695039
16301,1,384577
39142,1,740017
35400,1,682986
40380,1,637588
38182,1,217990
24333,1,743232
39504,1,816887
20672,1,98553
36649,1,516747
37151,1,702793
35222,1,80759
46848,1,748719
38146,1,409573
34392,1,606658
20296,1,716677
6261,1,653108
17140,1,729454
38167,1,763645
17428,1,661524
21517,1,644515
17529,1,447576
14229,1,809702
13903,1,784568
48469,1,499787
47162,1,421194
48022,1,180146
18461,1,800806
34387,1,326112
34039,1,643684
47162,1,693188
24466,1,631619
46748,1,708654
34093,1,447582
37184,1,500861
24337,1,782846
23946,1,579807
14229,1,622258
17154,1,731468
30222,1,762969
34780,1,300537
23684,1,328653
39628,1,681503
17237,1,501599
48469,1,710843
47659,1,216278
38746,1,681938
44851,1,726861
41795,1,500070
34266,1,651686
17387,1,612124
20327,1,796059
34581,1,681298
36486,8,706403
29362,1,731975
35298,1,115917
2083,1,659935
42877,1,735510
21991,1,694044
17397,1,296615
47768,1,296520
44969,1,602314
35881,1,733962
38993,1,785308
34371,1,216603
35365,1,781240
34776,1,45839
34568,1,697216
1427,1,690537
14435,1,944274
34696,1,576920
41789,1,444924
34097,1,944992
46024,1,502101
34436,3,606339
16944,1,82149
26622,1,750698
6131,1,689052
2117,1,774762
48443,1,286588
2926,1,695966
17744,1,633619
34387,1,652096
45325,1,790178
24333,1,217742
34579,1,613390
34820,1,677438
34112,1,659440
34386,1,82129
979,1,736619
17175,1,181003
36485,2,228978
17377,1,217552
30082,2,730509
47297,1,447653
44818,1,769006
36102,1,744276
34534,1,384774
35967,1,608401
1455,1,421088
23534,1,682439
44048,1,653184
45697,1,608148
36485,1,756273
20282,1,827273
16947,1,778672
41309,2,384789
765,1,751293
34090,1,649403
17492,1,105112
43898,1,697179
34809,1,684831
34369,1,301619
34038,1,816618
34369,2,421712
17255,1,806553
36000,1,607624
34722,1,776489
1898,1,447972
8910,1,468243
4723,1,717535
17387,2,230322
19488,1,216402
34277,1,791067
34446,1,115897
45922,1,733051
44842,1,737443
37158,1,697342
47259,1,649847
34312,1,780465
24335,1,444857
43776,1,651523
13458,1,810202
34324,1,665934
163,1,741262
17668,1,660969
19488,1,98493
48381,1,447690
49562,1,670476
47229,1,731082
17785,1,791697
20752,1,775319
40788,1,748740
16983,1,740359
47681,1,216514
39963,1,578876
34425,1,812821
23343,1,755431
34034,1,651591
47669,1,590127
35089,1,222389
34391,1,688784
20673,2,161904
34634,1,627482
23153,1,768167
17387,1,661278
34582,1,315885
48309,1,944897
34387,1,421993
35318,1,314496
43925,1,330533
35251,1,820409
44833,1,612599
37645,1,742756
16920,1,650590
34371,1,751415
40288,1,115712
34534,1,587951
34160,1,229539
16983,1,697687
19806,1,624365
19650,1,315279
38749,1,580390
40806,1,820420
27114,1,606372
34742,1,696378
34083,1,297981
47018,1,620030
46689,3,615676
48396,1,384103
35241,1,316002
24462,1,757861
46848,1,385733
1148,1,757039
17481,2,778808
34419,1,577106
34277,1,809571
34392,1,584871
47681,1,82473
23398,1,162503
42936,1,682294
17496,1,421787
17197,1,578803
17154,1,217978
42529,1,217401
17240,1,643050
23405,1,215294
8290,1,421092
48381,1,681140
35089,1,780799
18652,1,652509
46914,1,659420
34112,1,446206
35400,1,162078
41396,1,611605
23531,1,501065
16631,1,576907
18596,2,181318
34391,1,607190
34392,1,745789
22032,1,448228
35200,1,162918
17385,1,792002
17191,1,216162
20672,1,751630
34069,1,228978
34296,1,446051
20575,1,230681
19723,1,682554
37449,1,576847
20575,1,471779
47659,1,689154
35401,1,421925
24338,1,822357
47240,1,215827
47004,1,217166
34112,1,752274
34601,1,681609
34679,1,763561
17206,1,191285
34296,1,661529
34582,1,577593
17515,1,112534
46898,1,695044
44261,2,646403
24335,1,699962
17481,1,648847
35365,1,750689
37568,1,626182
47212,1,705227
1060,1,732851
37538,1,221101
30222,1,651646
17131,1,501287
34488,1,831281
37730,1,729516
7920,1,297576
42399,1,608466
30085,1,315049
20578,1,725220
39963,1,671178
35050,1,777129
51486,2,723575
6261,1,977019
43450,1,745327
35370,1,766086
2744,1,643450
34482,1,692028
18288,1,768167
40436,1,330067
34128,2,695741
47287,1,808128
23913,1,625492
35461,1,607365
17387,1,701739
17387,1,577006
34301,1,727082
17481,1,221382
40280,1,600882
17437,1,99200
39343,1,217478
37538,1,447678
35463,1,736992
47050,1,217893
14627,1,761439
39963,1,664570
46644,1,695413
2556,1,430871
17183,1,300595
777,1,753899
16947,2,785643
40380,1,780475
39530,1,328094
19642,2,594321
37151,1,330457
17491,1,421194
8214,1,766018
24466,1,749909
20278,6,696404
41642,1,329719
48296,1,651299
17183,2,446610
35394,1,578243
37190,1,701453
16983,1,742311
118,1,823295
30,2,715280
48229,1,315604
17506,1,682992
34560,1,719702
13436,1,734519
23338,4,666629
20182,1,692861
17385,1,500324
39020,1,228859
844,1,681908
34340,1,229835
46966,1,784646
47201,1,800229
39599,1,670432
23343,1,621701
41591,1,636917
7895,1,694301
35096,1,741121
44816,1,786192
36485,1,735357
23914,1,824378
27644,1,616314
20578,1,613821
47645,1,446462
23624,1,716175
35200,1,208673
40436,1,809260
1299,1,656764
47681,1,618177
24335,1,499747
16947,1,191844
37151,1,421514
35303,1,809911
14802,1,421989
163,1,608059
37584,1,829065
16944,1,696548
12948,1,682261
34811,1,500370
19806,1,81552
35693,1,809746
47679,1,656863
5895,1,775143
23923,1,657966
46865,1,655269
47050,4,577106
23611,1,599966
4723,1,328676
34568,1,215315
40601,1,770903
40575,1,464720
16962,1,793081
2312,2,768256
34058,1,729117
34324,1,737787
46522,1,216221
47840,1,221792
16972,1,798793
41903,1,594333
30222,1,431654
36102,1,598349
47018,1,229471
17755,1,682523
17481,1,784503
39112,1,647387
18535,2,768310
34043,1,944503
17145,1,707041
21458,1,616738
24465,1,420301
20317,1,499566
39546,1,629560
17808,1,701797
3176,1,314541
17369,1,686751
17186,1,22585
21987,1,217876
47117,1,681894
34778,1,613872
47581,1,445745
43794,1,588750
17703,1,787473
35050,1,217196
24335,1,725700
21202,1,748013
29218,1,162820
35401,1,638412
30082,1,499984
17166,1,725546
35500,1,627048
18595,1,612831
17131,1,662853
37467,1,806880
16940,1,764351
34324,1,798377
16006,1,577570
34566,1,810630
35972,1,699053
17244,2,810831
17420,1,738324
46867,1,780664
17206,1,825882
17207,1,686435
37188,1,662616
34579,1,691619
24035,16,698215
17796,1,755797
48307,1,688663
47949,1,709637
963,1,639875
35397,1,643162
47018,1,784072
39343,2,823493
45503,1,680646
36081,1,762969
46848,1,669490
34182,1,711682
14688,1,831462
20672,1,221470
4494,1,689760
35461,1,610734
24335,1,431282
17120,1,691548
46284,1,680909
48443,3,222742
48403,1,328814
5441,1,421716
42523,1,139918
47084,1,635367
34644,1,736224
46214,1,828463
34274,1,773665
48115,1,807270
23602,1,329372
24466,1,500284
38019,1,682587
34068,1,683248
20383,1,768093
15196,1,802764
23923,1,756569
16972,1,711270
21710,1,795020
23198,1,43179
28097,1,621349
16920,2,681001
5411,1,725974
19296,1,720479
40380,1,611866
47786,1,746686
34649,1,448228
20394,1,580507
17462,1,766034
24335,1,328625
34274,1,668380
46214,1,216134
37153,2,499534
47340,1,709639
34274,1,725559
33092,4,217027
23675,1,681241
33840,1,383987
35271,1,606717
17719,1,581716
34742,1,739214
48214,1,611140
24462,1,715142
17387,1,217696
17737,1,631619
4315,1,576069
36102,1,730087
35693,1,719680
41045,1,329636
24333,1,315537
34334,1,682084
46848,1,502196
37219,1,778672
23398,1,681099
34581,1,762267
50839,1,815030
17144,2,713626
20674,1,696041
46817,1,638284
44859,1,737660
30085,1,328818
18904,1,622068
17377,1,682940
3208,1,105013
40683,1,220709
19668,1,155384
34581,1,581001
47287,1,684119
35400,1,586227
151,1,503284
18195,1,221927
38008,2,691606
17798,1,830945
17435,1,623924
41789,1,799819
17776,1,640221
17145,1,222152
52942,1,582392
42711,2,682219
40443,1,579525
47052,1,300769
34050,1,576521
16964,1,810126
47018,1,645114
50096,3,648782
17193,1,718640
38993,1,600871
48355,1,469130
38216,1,798798
44245,1,768167
17154,1,617614
34445,1,628631
20541,1,609627
20308,1,682674
17255,1,738131
15198,1,789306
8360,1,420845
1415,2,747852
47810,1,192695
47681,1,648741
41643,1,208673
35221,1,697623
34759,1,419692
48022,1,180636
34083,1,582163
36102,1,698180
34568,1,699830
34028,1,501814
17145,1,329483
2383,1,467585
34696,1,816665
45252,1,746111
16920,1,315770
38019,1,104314
34768,1,81532
23290,1,584628
17145,1,180203
34324,6,714025
34112,1,708715
13307,1,229453
37450,1,625003
14311,1,663240
45892,1,161444
18267,1,696523
16920,1,763857
35462,1,721108
18461,1,697113
14716,1,216515
34277,1,696850
20672,1,216005
21638,1,216522
48252,1,639357
47259,1,629653
34780,1,748729
17387,1,669680
34673,1,688717
35050,1,314896
19488,1,81233
27584,1,779598
41545,1,123880
37945,1,446094
17192,1,716924
21585,1,717989
30222,1,222188
34116,1,296620
34379,1,161400
35400,1,103952
39543,1,579133
37153,1,420932
44842,1,115033
34379,1,712833
24371,1,589310
6222,1,766546
44970,1,501151
46705,1,674322
47119,1,825046
34095,1,808955
2284,1,736319
24111,1,801161
30222,1,778561
36063,1,824378
44284,1,758793
17394,1,329611
34055,1,444782
20326,1,222431
47018,1,711654
24473,1,665283
17694,1,421007
34182,1,690528
37452,1,112210
34115,1,719106
27128,1,81699
48469,1,329110
32804,1,634888
18164,1,330528
17397,1,228881
34465,1,217649
34097,1,946655
48217,1,659381
17237,1,217741
2511,2,739936
36485,1,538714
17435,1,626093
17771,1,692582
23684,1,688952
35501,1,577102
34137,1,446550
24325,1,683637
42654,1,611788
34415,1,605553
40340,1,9777
35191,1,637589
48220,1,671544
37490,1,708421
34334,1,229599
17131,1,786168
44817,1,784072
43203,1,584983
46616,1,729512
14263,1,713792
37583,1,657430
20244,1,447198
46933,1,422282
31338,1,123687
35370,1,801595
17377,1,216294
48890,1,758860
42529,1,445184
18596,1,735475
36638,1,606871
34369,1,758571
34457,1,615034
34742,1,752274
17798,1,81478
17481,1,725729
37584,2,723085
35952,1,300424
36486,1,766557
47240,1,651741
45103,1,755211
37527,2,600460
36000,1,612887
24465,1,568601
39544,1,711330
20752,1,682015
16972,1,724667
33564,1,300691
34780,1,330649
22554,1,666232
30797,1,330649
44992,1,683682
50532,1,768129
1106,1,674758
17218,1,713626
17192,1,830649
36486,16,729604
12834,1,616905
47297,1,779978
20641,1,792969
20673,1,683593
37520,1,772952
2095,1,229198
35303,1,719637
23723,1,790810
34311,1,792014
28199,1,673496
22343,2,643730
13908,1,300994
34249,1,744050
37051,1,774749
44048,1,720928
16955,1,698829
34566,1,646664
47278,1,192132
34249,1,500871
39530,1,328856
46705,1,788714
24473,1,796931
35132,1,637177
17187,1,827114
34128,2,161569
47287,1,208790
47018,1,697425
35298,1,230033
27173,1,600196
34386,1,681894
35184,1,768167
17302,1,646773
34386,1,605610
37153,2,757728
35217,3,705861
35249,1,597850
20361,1,212699
17235,1,764417
47287,1,634304
16971,1,701595
47645,1,768601
34055,1,24086
47810,1,161218
41795,1,651014
35394,2,421529
47117,1,785551
36485,1,714138
34386,1,501184
35622,1,660349
34068,1,160825
34028,1,781168
19023,1,778672
15754,1,760275
34581,1,788672
48469,1,429221
46705,1,672908
37584,1,444637
2051,1,59403
5668,1,698894
24375,1,597886
48445,1,181012
3050,1,716757
17191,1,789536
37529,1,695690
34425,1,316052
23338,3,781044
16964,1,79337
48469,1,695330
45164,1,606658
35364,1,620945
32660,1,576619
17783,1,445867
47240,1,217252
49328,1,688390
37645,1,704932
40436,2,421488
34369,1,637728
17708,1,447502
23343,1,626330
2587,1,221441
34137,1,137085
41913,1,582027
41903,3,430365
40380,1,498857
47161,1,788878
27476,1,708829
17841,1,698411
34299,1,604804
17439,1,291891
39599,1,817853
18678,1,733951
37584,1,697726
35230,1,630088
34457,1,597532
2925,1,607041
2925,1,784047
17254,1,582819
34116,1,499781
37158,1,430094
17512,1,769853
33737,1,655384
17417,1,704873
35052,1,807324
34369,1,158268
20335,1,707775
47082,1,695039
17704,2,421793
20752,1,584871
18035,1,690036
17897,1,755719
43831,2,688817
1106,1,576521
23681,1,801319
36102,1,692599
24471,1,584628
34508,1,584871
17841,1,217915
34420,1,297068
34568,1,657216
43534,1,689188
38216,1,191075
35501,1,635873
17841,1,675143
37051,1,650811
23624,1,765434
24114,2,713322
15196,1,719637
47297,1,421259
41913,1,502027
34744,1,707475
34382,1,743745
36102,1,682091
2925,1,805240
20641,1,734325
34420,1,610816
40340,1,603076
1965,1,689730
36102,1,764766
30222,1,430365
2556,1,161150
43450,1,86907
34182,1,180038
4129,1,500103
18035,1,229463
42695,1,701229
17377,1,710782
30222,1,643453
35622,1,744797
19726,1,723445
39539,1,216803
46848,1,750695
17186,1,681377
34137,1,446816
5452,1,607703
34433,1,50868
36485,1,115830
44817,2,519520
37491,1,789536
35501,1,448169
17166,1,780642
34301,1,315838
49324,2,791125
17128,1,498857
922,1,330393
4494,1,666904
16923,1,681515
34335,1,673402
30531,10,602303
17491,1,719123
17243,1,419820
35972,1,501369
47240,1,767549
17358,1,572929
34387,1,81850
34101,1,750016
14511,1,746111
46036,1,775166
47659,1,779709
17420,1,765138
18367,1,751562
24466,1,315858
35693,1,678384
33929,1,682965
16077,1,499749
48382,1,652440
34068,1,215836
34119,3,499938
49118,1,384620
49305,1,649577
17240,1,796244
38032,1,597850
37153,1,638468
18501,1,775404
35622,1,798094
48212,1,651286
25011,1,672615
2978,1,710802
45612,1,770519
17206,1,711537
38746,1,115630
20254,1,675872
17193,1,623764
37049,1,675112
46865,1,629261
3175,1,192414
48402,1,703643
30222,1,740918
37537,1,216515
4309,1,659939
34704,1,602173
35461,1,683206
25728,2,636497
35184,2,709697
34299,1,301105
13505,1,605267
37406,1,750282
34568,1,98214
229,1,297305
36480,1,115525
48233,1,785411
34342,1,751630
36638,2,665501
17397,1,748906
20383,1,644143
35394,1,629903
23946,1,678946
34058,1,597529
19708,1,329343
35303,1,651566
17358,1,218479
17395,1,627795
24467,1,103952
14717,1,823710
15195,1,831281
40681,1,123892
2306,1,160887
34387,1,660569
42087,1,829960
34369,1,674761
18368,1,742352
35025,1,778005
42523,1,420853
1425,1,698057
35217,1,783010
19708,1,216489
17186,1,613325
14901,1,660349
17704,1,697623
34634,1,192125
39546,2,764129
43736,1,747038
48656,1,661735
35212,1,675701
37582,1,681471
19845,1,674095
35365,1,82018
43983,1,697611
24333,1,645717
47340,1,181318
34466,1,604597
18367,1,446354
47230,1,660981
21330,1,763611
17397,1,104554
37151,1,642279
14475,1,230289
2050,1,780664
47939,1,682132
37584,1,790908
48161,2,699616
43052,1,786333
37452,1,217412
47052,1,163102
40708,1,607347
20639,1,215940
16983,1,709258
37051,1,683848
14412,1,693115
36023,1,791744
17377,1,696378
25842,1,601335
40765,1,420348
47212,1,653466
17092,2,328810
34112,2,328806
44799,1,81712
24104,1,500999
34673,1,776598
8290,1,643731
17192,1,804280
35050,1,420220
42695,1,614378
47052,1,709285
35437,1,330578
47681,1,748729
16963,1,640632
34483,1,796945
46848,1,670979
17387,1,776590
34579,1,162909
34302,1,500476
48220,3,446807
15150,1,651299
41642,1,421135
17207,1,216306
41643,1,695445
24131,1,801827
34484,2,653253
34115,1,215658
14511,1,746111
17481,1,81385
24337,1,218126
37645,1,683276
45716,1,315250
17449,1,765290
17206,1,726204
34384,1,500231
35694,1,422134
30085,1,161676
40707,1,330064
47681,1,229875
17244,1,221621
16922,3,740882
34355,1,639351
47669,1,611906
21038,1,88036
37730,1,328806
30222,1,216206
22315,1,672576
47212,1,764043
17206,1,315014
34419,2,613325
17237,1,820915
34816,1,672582
34392,1,161305
36045,1,559086
37452,2,680943
37158,1,726446
31528,2,446348
34703,1,774721
37051,1,330123
32896,1,498857
34090,4,777532
17387,1,784808
17694,1,703041
24335,1,431324
47785,3,216702
31338,1,683333
34759,1,221856
34296,1,769992
40953,1,501168
34552,1,642930
36999,1,672696
37051,1,704978
27838,1,315699
2672,1,229204
17537,1,217956
36041,5,740524
47659,1,160904
44817,1,623888
34090,1,788206
17302,1,761395
34568,1,104536
34028,1,769175
46748,1,328502
10217,1,707846
37584,1,191448
47810,1,216803
24467,1,444007
34369,1,947076
36102,1,101529
35369,1,732485
37482,1,578846
5151,1,671643
47681,1,808776
17481,1,724950
15479,1,703326
35394,1,542364
66,1,88241
15196,1,162584
36104,1,430368
17144,1,682494
17481,1,705955
47949,1,713793
35400,1,655372
23611,1,696779
47255,1,446993
20278,1,301449
51132,1,500484
34299,1,946454
19488,2,817799
44902,1,650184
17138,1,681743
17154,1,780249
16077,1,772819
47340,1,808051
3004,2,502241
23675,1,768471
34361,4,806773
16920,1,588722
34369,1,688924
3005,1,329981
35074,1,602954
34568,1,795769
17157,1,181752
34566,1,708500
34182,1,653072
39507,1,798377
8290,1,216794
21458,1,803497
20673,1,781941
26001,1,766792
34742,1,600882
35086,1,947179
34182,1,715479
34334,1,726919
23308,1,763673
46887,1,814104
41789,1,421065
17302,1,13997
34068,1,216565
41903,1,722590
22010,1,800726
37759,1,787108
37216,1,420745
24335,1,687774
34112,1,740471
45477,1,615527
17093,1,816923
47004,1,635342
35042,1,774766
18756,2,602495
41915,1,716911
31527,1,674457
17678,1,773245
20634,1,445375
20328,1,729007
48296,1,663806
40066,1,218126
23841,1,216499
18535,1,577713
24337,1,420481
34109,1,222537
34059,1,216909
20316,1,827609
17377,1,602395
42628,1,623350
20248,3,650839
34370,1,946469
15868,1,501113
34552,1,315179
47018,2,500595
24467,1,722852
34277,1,123717
38182,1,682989
48082,1,785750
17167,1,789225
34433,1,191946
1501,1,421793
17694,1,683254
20641,1,710843
17166,1,771993
18676,1,646310
35251,2,217876
47052,1,191323
34704,1,217368
24323,1,745072
34392,1,607361
34696,1,720803
25244,1,681774
47287,1,633323
24471,1,734231
23681,1,499893
17237,1,617493
23624,1,820627
17951,1,814523
14511,1,779126
48220,1,742547
45697,1,651328
34392,1,728193
24466,1,635804
35191,1,501765
34742,1,775432
41903,1,328402
34666,1,420486
30,1,824874
14835,1,808776
23314,1,570596
35369,1,997165
37974,1,420807
34288,2,577156
34182,1,230377
17144,1,301404
35087,1,611016
47948,1,652367
21440,1,591478
1660,1,720537
45773,1,714665
34422,1,695937
1400,1,618354
24337,1,628784
36486,1,329281
35463,1,700548
42320,1,161832
17259,1,771699
47004,1,743500
17154,1,706514
23534,1,115925
34632,1,179573
14412,1,709767
36485,1,681887
12948,1,500006
20750,1,539493
47290,1,222540
20674,1,641502
24035,1,710782
43052,1,179573
43758,1,636229
34446,1,747038
9502,1,218045
47681,1,447618
44901,1,610685
34324,1,683177
35501,1,682628
48443,1,229825
41647,1,697216
18038,1,446444
44818,1,669502
8360,1,665934
18367,1,646658
17841,1,81878
23908,1,577295
48161,1,740039
34324,1,712124
44296,1,724358
35501,1,221349
17176,1,730753
20396,1,675740
47618,1,298002
37765,1,707795
34581,1,445913
35622,1,161306
24333,1,653834
33519,1,725559
37188,2,298206
40436,1,747098
37177,1,718016
21718,1,683421
17167,1,88526
23534,1,762969
2792,1,502203
36068,1,746721
18891,1,639108
37051,1,712045
17482,1,680792
30222,1,328576
35369,1,630369
24131,1,767285
17841,1,710084
17186,1,639875
34391,1,217788
20535,1,706897
47943,1,694719
16955,1,329325
18034,1,666056
47212,1,711692
7677,1,60260
3050,1,642663
34475,1,296632
34420,1,87983
41789,1,730485
22115,4,578388
35401,1,711677
36000,1,617283
34369,1,420912
17387,1,681015
10135,1,764351
17186,1,784072
40280,1,88203
34742,1,715881
19841,1,656528
17154,1,794897
20750,1,701889
37584,1,191959
17494,1,217324
23681,1,831281
34269,1,230020
35400,1,221259
34778,1,161650
21311,1,708206
34534,1,818972
34384,1,639600
35622,1,328677
40436,1,230033
37449,1,104883
27476,1,711342
26622,1,221660
17193,2,586366
37151,1,9777
18317,1,771406
37520,1,681740
17481,1,574807
17244,1,621697
37527,1,789700
47287,1,162378
37535,1,683216
34355,1,632209
34182,1,824818
17240,1,754481
28162,1,807998
34742,1,741917
27573,1,684989
41373,1,633329
37527,1,217788
39926,1,679999
39544,1,766194
47292,1,787618
34742,1,781806
24035,1,615413
4723,1,801559
46888,1,421513
35693,1,160996
14071,1,709754
8849,1,81387
47240,1,448047
23676,1,314807
34301,1,162471
20328,1,533130
24454,1,638077
34742,1,448228
37429,1,598235
16920,1,611865
37583,1,666965
47052,1,624610
46748,1,697425
2630,1,585148
44817,1,103952
34778,1,765036
17459,1,742130
43050,1,774892
46055,1,742712
17302,1,421347
48022,1,629088
37190,1,654956
17482,1,709470
24335,1,330766
17387,1,670958
24338,1,791078
23723,1,692247
14440,1,314711
47581,1,589545
37520,1,591926
37189,3,780664
19744,1,693935
23676,1,192604
37590,1,420198
47653,1,795289
45103,1,446124
19907,1,675099
47943,1,642165
17207,1,229833
24333,1,683862
47840,1,594037
17257,1,103952
38216,1,222337
16947,1,685778
6222,1,722544
34420,1,689927
21168,1,590256
17492,1,746111
41915,1,81857
23947,1,217296
21072,1,777854
1835,1,788265
34083,1,229861
35199,1,580535
41913,1,695545
35440,2,163081
47212,1,523301
47004,1,80925
34321,1,714552
17092,1,448049
12435,1,805247
17377,1,762969
23259,2,500323
37526,1,316041
17420,1,701309
17240,1,783010
840,1,578519
37158,2,301379
45258,1,682343
17509,1,791396
34589,2,88871
31561,1,706004
32267,2,778966
47681,1,820420
17131,1,711756
34361,1,809779
37158,1,215840
41825,1,720016
34433,1,499670
19488,1,298058
34061,1,446354
35294,1,595785
35516,1,808705
17223,1,191092
41916,1,806200
34069,1,191309
51346,1,699075
41913,1,946653
24472,1,945508
25972,1,803576
17387,1,698175
23427,1,804452
23095,1,695067
24467,1,680041
24035,1,756897
29848,1,652004
47201,1,681407
34568,1,795190
17481,1,743044
13037,1,329238
47671,1,579616
34719,1,87322
34568,1,623240
45138,1,217381
17237,1,610183
21725,1,420984
20230,1,747825
34581,1,446462
15277,1,813403
2918,1,662361
17166,1,686262
20278,1,683507
17749,1,191067
35967,1,630548
35450,1,746111
34419,1,720058
37757,1,728210
32896,1,500615
34115,1,660569
24453,1,162527
24473,1,944743
17237,1,789816
34296,1,692369
27818,1,682778
23723,1,655400
43910,1,180951
47340,1,499297
22535,1,59415
34649,1,218126
34798,1,763588
35170,1,329636
41647,1,776778
12842,1,216454
24371,1,81418
34311,3,807270
47212,1,761395
34552,1,221099
47943,1,764745
7072,1,735817
12590,1,702614
13566,1,717505
38746,1,761803
47287,1,800339
34457,1,763669
44048,1,779036
35693,1,809779
34111,1,725956
16972,1,158468
16960,1,817443
34276,1,123646
34467,1,446623
41903,1,635136
2331,1,787941
23676,1,499893
9682,1,697179
23928,1,681343
35400,1,694431
17420,1,191081
24035,1,500543
24335,1,143322
20752,1,215919
17186,1,743749
34069,1,301044
17808,1,725646
17737,1,945572
37519,1,751836
35440,1,609259
44859,1,711338
34791,1,773287
34420,1,685760
42760,1,755215
34415,1,696835
17302,1,689188
28161,1,740906
47939,1,591920
36999,1,181485
39504,1,218479
46627,1,314781
37727,2,104910
20641,1,629703
35160,1,682294
34388,1,791169
29863,1,215907
35318,1,827367
34566,1,584349
17746,1,666121
17243,1,809716
34742,1,676543
37537,1,819754
17387,1,652071
29890,1,666855
34568,1,679583
37057,1,217478
38216,1,623555
35050,2,680945
41563,1,755807
42800,1,662495
45557,1,634888
49230,2,766024
21035,1,602147
4723,1,586366
34055,1,654582
17131,1,798377
25161,1,828463
34581,1,667456
34742,1,727468
46380,1,612004
19497,1,179573
41645,1,746721
17719,1,799902
19024,1,695689
35401,1,445049
38216,1,710719
39539,1,216031
14835,3,747314
1855,2,696378
40008,1,291891
18596,1,674558
24111,1,82222
17165,1,672389
2745,1,218303
2736,1,792735
24337,1,221717
35297,1,228867
18676,1,647497
29495,1,105077
23675,1,296871
39505,1,606208
17254,1,623207
35222,1,315884
47663,1,501483
34778,1,87433
34369,1,652509
34582,1,710396
35221,1,329204
36484,1,444928
34095,1,752870
47212,1,610816
38216,1,300539
46888,3,180305
48216,1,611220
24338,1,672190
24371,2,445266
37487,1,603301
34068,1,944836
16955,1,806980
16966,1,191841
17154,1,420742
47287,1,501484
39597,1,777447
43922,1,217898
37590,1,710563
34673,1,692136
36102,1,812626
20673,1,749031
47004,1,297069
37537,1,810152
19907,1,300574
23676,2,81605
24473,1,819553
1106,1,681515
40450,1,708829
41795,1,611945
48236,1,501875
47240,1,14219
41913,1,682565
34438,1,793615
2401,1,297178
3136,2,625584
20319,1,581183
24335,1,163187
40575,1,587016
34336,1,216197
43736,1,444019
47004,1,612853
37487,1,216221
2476,1,737181
11176,1,775571
24467,1,328806
20750,1,221477
46748,1,422135
35303,1,217353
17497,1,750550
20458,1,612599
23290,1,344024
39756,1,297373
17449,2,703041
35058,1,216031
17737,1,748731
34369,1,747875
3283,1,218412
47212,1,810858
35194,1,230092
43652,1,588722
47681,1,721425
23471,1,160641
47304,1,633036
20673,1,945986
