date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
01/01/22 0:00,1.62,2.5,21.6,24.1,33,106,53,711.4,0,43,4.8,0,20.77,4.4,215
01/01/22 1:00,1.33,2.5,12.9,15.5,36,89,49,711.3,0,46,4.4,0,19.7,4.8,202
01/01/22 2:00,1.29,2.6,14.9,17.5,34,77,39,711.3,0,43,4.1,0,19.37,5.8,233
01/01/22 3:00,1.4,2.8,21.2,24,25,54,35,711.1,0,45,4.7,0,19.26,6,236
01/01/22 4:00,1.39,2.8,19.8,22.6,22,68,35,711.1,0,44,4.3,0,19.12,4.8,150
01/01/22 5:00,1.23,2.7,15.2,17.9,23,60,27,711.1,0,42,4.1,0,18.72,5.6,243
01/01/22 6:00,1.12,2.4,13.1,15.5,23,50,22,711.1,0,37,3.8,0,19.45,4.6,171
01/01/22 7:00,1.1,3.1,14.5,17.7,20,37,13,711.3,0,34,3.7,0,19.71,5.9,262
01/01/22 8:00,0.81,2.6,5.5,8.2,24,40,7,711.4,0,24,3.8,0.005,23.72,10.2,238
01/01/22 9:00,0.78,3,4.4,7.5,25,36,7,711.6,0,22,4,0.07,25.55,9.8,249
01/01/22 10:00,0.86,4.7,8,12.7,23,34,NULL,711.9,0,24,3.7,0.295,25.63,6.9,88
01/01/22 11:00,0.79,3.3,5.1,8.5,29,34,3,712,0,19,3.7,0.449,29.94,9.5,77
01/01/22 12:00,0.76,3.4,4.4,7.9,32,90,7,711.9,0,15,4.3,0.544,32.12,16.6,289
01/01/22 13:00,0.75,3.3,4.4,7.8,37,205,7,711.5,0,9,3.2,0.468,33.27,19.6,296
01/01/22 14:00,0.74,3.2,4.5,7.8,40,150,8,711.3,0,7,4.3,0.585,33.5,22.2,291
01/01/22 15:00,0.74,3.3,5.1,8.5,41,191,5,711.1,0,6,3.8,0.503,33.75,22,288
01/01/22 16:00,0.73,3.2,5.3,8.6,41,86,5,711.1,0,5,3.1,0.368,33.75,20,286
01/01/22 17:00,0.74,3.1,6.1,9.2,41,59,3,711.2,0,5,3.3,0.203,33.51,19.2,285
01/01/22 18:00,0.81,2.7,9.6,12.3,37,29,NULL,711.4,0,6,3.1,0.052,31.94,10.6,249
01/01/22 19:00,0.84,2.7,11.1,13.9,32,29,2,711.8,0,9,3,0,29.19,8.7,215
01/01/22 20:00,1.02,3.7,17.2,21,24,27,8,712,0,12,2.9,0,26.96,5.6,170
01/01/22 21:00,1.01,3.5,14.1,17.6,24,26,5,712.2,0,14,2.9,0,25.3,4.9,219
01/01/22 22:00,1.06,3.7,17.2,21,21,27,11,712.3,0,16,2.9,0,24.22,7.8,238
01/01/22 23:00,0.95,2.7,12,14.7,26,29,9,712.5,0,17,3.2,0,23.49,6.5,224
02/01/22 0:00,1.09,8.3,18.3,26.7,18,26,11,712.5,0,20,3.4,0,22.1,6,262
02/01/22 1:00,0.9,3.1,9.3,12.5,27,30,7,712.7,0,20,3.2,0,21.86,7.4,241
02/01/22 2:00,0.81,2.4,5.1,7.6,31,20,7,712.9,0,21,3.1,0,21.4,7.8,251
02/01/22 3:00,0.78,2.3,3.5,5.8,32,17,5,713.1,0,22,2.9,0,21.19,7.6,237
02/01/22 4:00,0.81,2.3,6.6,9,29,18,7,713.4,0,22,3.2,0,20.92,7.5,241
02/01/22 5:00,0.83,NULL,5.4,7.9,35,65,12,713.9,0,20,3.7,0,20.33,25.1,109
02/01/22 6:00,0.8,NULL,4.8,7.2,36,169,8,714.6,0,20,4,0,18.75,24.3,106
02/01/22 7:00,0.79,2.4,5.7,8.1,33,113,9,715,0,24,4.2,0,16.97,22.4,112
02/01/22 8:00,0.88,2.6,8.8,11.4,27,97,11,715.6,0,33,4.7,0.006,14.37,21.5,107
02/01/22 9:00,0.89,5.3,13.3,18.6,23,107,10,716.3,0,36,7.4,0.107,12.13,20,88
02/01/22 10:00,0.87,7.8,11.8,19.5,22,111,11,716.9,0,37,9.2,0.303,10.25,20.7,76
02/01/22 11:00,0.88,8.5,10.5,19.1,22,101,13,717.4,0,36,8.7,0.448,10.03,18.4,87
02/01/22 12:00,0.91,8.2,10.4,18.6,25,87,7,717.5,0,32,7.9,0.546,10.91,16.2,76
02/01/22 13:00,0.9,6.7,9.5,16.2,28,89,9,717.3,0,29,5.8,0.474,12.2,15.1,81
02/01/22 14:00,0.88,5.3,8.1,13.4,33,79,4,717,0,28,4.2,0.565,12.88,17.1,71
02/01/22 15:00,0.9,5.1,8.5,13.6,34,61,8,716.9,0,26,4.1,0.491,13.61,16.9,65
02/01/22 16:00,0.89,4.9,8.9,13.8,33,53,7,716.9,0,25,4.7,0.363,13.64,16,70
02/01/22 17:00,0.91,4.4,10.3,14.7,32,51,5,717.1,0,24,6.4,0.187,13.39,14.1,76
02/01/22 18:00,0.92,3.1,10.6,13.8,31,50,9,717.4,0,25,5.9,0.042,12.02,15,83
02/01/22 19:00,0.95,3.3,13.2,16.5,28,50,7,717.6,0,25,5,0,10.75,14.5,83
02/01/22 20:00,0.97,2.9,18.5,21.4,23,48,8,718,0,24,5.2,0,9.92,16,83
02/01/22 21:00,0.98,3,20.2,23.2,22,40,8,718.2,0,23,7.2,0,9.16,14,86
02/01/22 22:00,0.96,3.1,19.7,22.8,22,33,NULL,718.4,0,23,8.7,0,8.79,12,83
02/01/22 23:00,0.99,2.7,21.3,24.1,21,39,9,718.5,0,23,5.2,0,8.33,12.5,82
03/01/22 0:00,1.04,2.9,22.7,25.7,19,28,5,718.5,0,23,6.3,0,8.05,12.5,103
03/01/22 1:00,0.85,2.3,11.1,13.5,29,24,7,718.4,0,27,4.2,0,7.87,11.6,86
03/01/22 2:00,0.77,2.2,4,6.3,36,25,7,718.3,0,28,2.9,0,7.26,10.5,79
03/01/22 3:00,0.77,2.2,4.4,6.7,35,22,3,718.3,0,28,3,0,6.67,9.1,86
03/01/22 4:00,0.76,2.1,4,6.2,34,16,4,718.1,0,30,2.9,0,6.05,7.5,107
03/01/22 5:00,0.78,2.1,5,7.3,31,15,2,718,0,33,2.9,0,5.77,8,108
03/01/22 6:00,0.78,2.6,7.6,10.3,32,15,4,718,0,29,3.5,0,5.75,7.8,87
03/01/22 7:00,0.93,4.4,20.5,24.9,15,20,8,718.2,0,35,3.8,0,4.66,5.1,221
03/01/22 8:00,0.95,5.7,19.1,24.8,16,34,6,718.4,0,36,3.4,0.006,4.33,3.2,222
03/01/22 9:00,1.05,11.7,23.8,35.5,15,21,5,718.5,0,31,3.4,0.113,6.79,4.8,123
03/01/22 10:00,1.14,17.6,25.8,43.4,18,26,8,718.7,0,26,3.5,0.31,8.4,7.2,81
03/01/22 11:00,1.05,12.7,19,31.7,25,32,10,718.6,0,25,3.1,0.457,9.94,8.7,81
03/01/22 12:00,1.04,13.9,20.3,34.2,28,41,6,718.3,0,23,5.8,0.553,10.37,13,66
03/01/22 13:00,0.97,11,18.6,29.6,32,48,9,717.8,0,22,6.2,0.476,11.11,15.8,68
03/01/22 14:00,0.97,9.2,16.4,25.6,35,52,6,717.2,0,22,4.5,0.568,12.12,16.9,54
03/01/22 15:00,0.93,7.2,14.7,21.8,38,46,6,716.8,0,22,4.7,0.487,13.1,17.7,59
03/01/22 16:00,0.96,8.4,17.7,26.1,36,47,7,716.6,0,22,4.4,0.359,13.94,18.5,49
03/01/22 17:00,0.96,7.2,18.6,25.8,34,54,9,716.6,0,21,4.2,0.187,14.1,17.3,54
03/01/22 18:00,0.96,4.7,18.8,23.5,30,48,9,716.7,0,21,3.5,0.047,13.43,14.1,71
03/01/22 19:00,1.01,4,21.4,25.4,26,34,6,716.7,0,23,3.1,0,12.21,11.7,81
03/01/22 20:00,1.02,4,24.5,28.5,21,35,7,716.9,0,23,4.6,0,11.5,12.9,64
03/01/22 21:00,0.91,2.7,13.3,16.1,31,30,7,716.9,0,23,3.4,0,10.93,13,65
03/01/22 22:00,0.86,2.8,11,13.9,32,20,2,716.8,0,24,3.1,0,10.38,9.7,69
03/01/22 23:00,0.89,2.8,11.2,14,28,18,4,716.6,0,28,2.9,0,8.99,8.3,157
04/01/22 0:00,1.12,12,28.8,40.8,14,17,6,716.4,0,29,4,0,8.62,3.6,247
04/01/22 1:00,1.14,12.7,35.4,48.1,7,36,13,716.3,0,31,5,0,8.2,4.5,215
04/01/22 2:00,0.93,3.3,19.7,23,16,54,13,716,0,33,3.8,0,7.29,4.8,172
04/01/22 3:00,0.95,3.9,22.5,26.4,13,35,10,715.8,0,35,4.2,0,6.76,5.9,202
04/01/22 4:00,1.1,12.1,30.8,43,6,45,17,715.8,0,37,5.1,0,6.6,7.3,235
04/01/22 5:00,1.13,12.5,33.2,45.8,4,65,22,715.9,0,38,5.2,0,6.23,4.7,249
04/01/22 6:00,0.97,3.9,18.4,22.3,13,72,16,715.9,0,41,3.9,0,5.87,5.3,216
04/01/22 7:00,0.97,3.8,14.4,18.3,17,50,9,715.8,0,42,3.6,0,5.87,5.2,231
04/01/22 8:00,1.24,14.8,25.2,40,8,33,11,715.7,0,42,4.9,0.006,5.98,5.2,150
04/01/22 9:00,1.65,50,34.4,84.5,7,50,19,716,0,37,8.4,0.102,8.02,4.4,232
04/01/22 10:00,1.45,32.2,32.6,64.9,15,100,28,716,0,30,10.5,0.289,11.06,4.2,299
04/01/22 11:00,1.49,29.8,36.2,66,17,128,33,715.9,0,26,8.8,0.428,13.67,6.7,83
04/01/22 12:00,1.36,20.5,31.8,52.3,23,96,28,715.5,0,22,6.4,0.53,15.65,6.9,71
04/01/22 13:00,1.41,17.7,33.7,51.4,27,77,19,715,0,21,5.9,0.469,17.11,9.9,76
04/01/22 14:00,1.56,19.4,42.3,61.9,29,73,21,714.6,0,20,7.7,0.551,18.79,10.2,84
04/01/22 15:00,1.6,16.3,45.1,61.5,33,86,25,714.2,0,19,6.9,0.476,20.44,9.3,81
04/01/22 16:00,1.64,12.2,47.8,60,38,86,27,714.1,0,19,6.6,0.34,20.96,10.9,76
04/01/22 17:00,1.49,7.4,44.2,51.7,39,94,24,714.1,0,20,6.8,0.173,21.03,10.1,86
04/01/22 18:00,1.5,5.7,41.3,47.1,32,87,20,714.1,0,26,4.9,0.042,18.94,7.7,153
04/01/22 19:00,1.46,5,38.7,43.7,28,81,17,714.2,0,31,4.6,0,16.68,8.3,147
04/01/22 20:00,1.5,5.6,41.6,47.4,20,70,18,714.4,0,34,4.9,0,15.55,5.7,157
04/01/22 21:00,1.5,11.6,49.3,61,12,62,19,714.5,0,35,6.9,0,14.78,4.5,213
04/01/22 22:00,1.62,10.5,44.9,55.5,11,67,21,714.5,0,38,5.3,0,13.62,3.1,216
04/01/22 23:00,1.78,19.2,48.7,68,9,80,26,714.5,0,39,5,0,13.22,6.7,228
05/01/22 0:00,1.41,6.8,35,41.9,15,89,24,714.3,0,40,4.5,0,12.49,4.5,201
05/01/22 1:00,1.6,18.6,46,64.7,6,68,18,714.2,0,42,4.6,0,11.93,5,237
05/01/22 2:00,1.8,49,50.4,99.5,5,94,26,714,0,41,5.6,0,11.7,7.3,236
05/01/22 3:00,1.61,39.8,49.4,89.3,5,134,48,713.8,0,39,8.9,0,11.89,5.3,238
05/01/22 4:00,1.15,6.9,25.6,32.6,18,162,34,713.7,0,37,7.2,0,12.07,6.4,247
05/01/22 5:00,1.04,6.8,19,25.8,24,81,15,713.6,0,32,5,0,13.31,7.3,270
05/01/22 6:00,0.97,3.6,15.2,18.8,25,56,16,713.7,0,32,4,0,12.84,5.6,262
05/01/22 7:00,1,2.9,14.4,17.3,25,49,11,713.7,0,32,3.6,0,12.48,7.1,243
05/01/22 8:00,1.08,6.2,22.1,28.3,17,28,5,713.7,0,29,3.4,0.005,12.7,4.9,264
05/01/22 9:00,1.35,23.6,30.4,54,12,30,6,713.7,0,25,3.5,0.115,14.63,4.8,257
05/01/22 10:00,1.25,23,26,49,18,43,11,713.8,0,20,3.4,0.327,18.34,4.6,253
05/01/22 11:00,1.12,11.9,20.8,32.7,29,53,8,713.8,0,14,3.4,0.474,23.32,3.6,191
05/01/22 12:00,1.06,8,19.1,27.2,37,35,8,713.6,0,9,4.5,0.573,26.07,4.8,69
05/01/22 13:00,1.04,7,19.7,26.7,43,35,6,713.2,0,10,3.9,0.502,26.72,9.9,102
05/01/22 14:00,1.25,11.6,35.9,47.5,41,41,11,712.8,0,8,12.2,0.581,27.06,12.2,81
05/01/22 15:00,1.14,6.5,25.5,32,52,47,12,712.5,0,8,7.4,0.499,27.44,13,84
05/01/22 16:00,1.14,5,23,28.1,61,53,11,712.4,0,10,5.6,0.362,27.18,14.7,64
05/01/22 17:00,1.11,4,21.5,25.6,60,56,12,712.4,0,12,4.7,0.189,26.96,12.3,76
05/01/22 18:00,1.15,3.7,24.3,28,46,49,12,712.5,0,19,4.1,0.05,24.42,8.8,105
05/01/22 19:00,1.29,4.3,30.2,34.6,46,41,11,712.7,0,24,5.7,0,21.25,8,134
05/01/22 20:00,1.28,3,26.5,29.5,45,50,15,712.9,0,25,5.2,0,20.3,7.7,141
05/01/22 21:00,1.21,3,23.8,26.8,41,48,15,713.1,0,27,4.3,0,19.24,8.1,167
05/01/22 22:00,1.26,3.9,29.7,33.7,32,40,14,713.1,0,30,4.1,0,17.83,5.2,239
05/01/22 23:00,1.29,3.4,28.8,32.2,31,41,15,713.2,0,31,4.1,0,16.83,6,230
06/01/22 0:00,1.16,5.4,27.1,32.5,35,54,16,713.2,0,30,4.4,0,16.61,8.1,226
06/01/22 1:00,1.13,3.9,25.7,29.7,34,46,10,713.2,0,32,4.9,0,15.7,6.1,235
06/01/22 2:00,1.04,2.4,14.3,16.7,41,41,17,713.1,0,32,4.7,0,15.19,6.5,233
06/01/22 3:00,1.01,2.5,10,12.5,45,42,14,713,0,34,4,0,14.76,4.1,219
06/01/22 4:00,1.01,2.3,13.6,16,39,32,13,713.1,0,34,4,0,14.12,7.1,259
06/01/22 5:00,1.08,5.3,30.2,35.6,24,47,16,713.1,0,30,6,0,14.66,6.3,258
06/01/22 6:00,0.96,2.8,9.2,12,41,67,17,713.1,0,32,5.5,0,14.06,6.9,241
06/01/22 7:00,1.02,2.6,11.5,14.1,37,30,11,713.3,0,34,4.2,0,13.39,5.5,237
06/01/22 8:00,1.36,21.2,31.7,53,18,26,11,713.5,0,32,5.6,0.005,13.35,5.8,221
06/01/22 9:00,1.22,12.7,27.9,40.6,21,47,16,713.6,0,28,4.1,0.108,15.31,6.2,256
06/01/22 10:00,1.15,9.5,20.2,29.6,31,65,12,713.8,0,23,3.8,0.317,18.9,3.6,248
06/01/22 11:00,1.2,10.3,22.9,33.3,36,45,8,714,0,18,5.5,0.466,22.44,4.2,250
06/01/22 12:00,1.08,5.5,16.6,22.2,50,52,5,713.8,0,13,4.8,0.57,26.03,4.9,66
06/01/22 13:00,1.16,5.4,20.9,26.3,58,48,15,713.6,0,13,5.2,0.509,26.67,8.8,87
06/01/22 14:00,1.59,6.7,31.6,38.3,66,54,20,713.3,0,11,5.8,0.579,26.99,11.8,72
06/01/22 15:00,1.54,6.2,39.9,46.2,74,75,25,713.1,0,11,10.4,0.486,27.2,14,85
06/01/22 16:00,1.39,4.1,30.7,34.9,82,90,26,713.1,0,10,7.5,0.355,27.74,12.8,101
06/01/22 17:00,1.28,3.5,26.4,29.9,74,77,23,713.2,0,11,6.5,0.182,27.13,9.5,119
06/01/22 18:00,1.34,4,30.8,34.8,52,59,22,713.3,0,14,4.7,0.046,24.33,7.3,123
06/01/22 19:00,1.5,6,42,48.1,37,51,17,713.6,0,17,4.4,0,21.65,8,132
06/01/22 20:00,1.35,2.9,29,32,60,53,19,713.8,0,22,6.2,0,20.79,7.4,137
06/01/22 21:00,1.41,3.4,30,33.4,51,53,21,714,0,28,5.9,0,20.47,8.2,125
06/01/22 22:00,1.27,2.9,20,22.9,56,47,18,714.3,0,31,5.4,0,19.83,8.7,125
06/01/22 23:00,1.38,3.5,30.2,33.8,40,44,19,714.5,0,34,5.4,0,19.77,8,124
07/01/22 0:00,1.43,2.7,33.9,36.7,33,49,18,714.5,0,37,5.3,0,19.58,9,114
07/01/22 1:00,1.09,2.5,11.5,14,50,54,27,714.5,0,44,4.2,0,19.01,10.2,111
07/01/22 2:00,1.27,2.5,21.1,23.6,29,49,23,714.6,0,52,4.7,0,17.79,14.7,101
07/01/22 3:00,1.4,NULL,15.4,17.8,30,66,20,714.5,0,60,4.3,0,16.48,13.8,95
07/01/22 4:00,1.27,2.4,14,16.5,31,36,14,714.5,0,56,4.1,0,15.58,15.1,102
07/01/22 5:00,1.23,2.4,19.4,21.8,24,41,14,714.6,0,59,4.9,0,13.92,16.9,95
07/01/22 6:00,1.17,2.5,18.9,21.4,22,51,NULL,714.6,0,63,5.5,0,13.08,14.8,102
07/01/22 7:00,1.25,3.9,25,28.9,14,55,13,714.8,0,69,4.4,0,12.16,14,93
07/01/22 8:00,1.27,6.6,27.2,33.8,11,57,14,715,0,67,5,0.001,11.59,11.1,89
07/01/22 9:00,1.34,13.6,29.3,42.9,7,47,13,715.3,0,63,4.7,0.035,11.58,11.4,95
07/01/22 10:00,1.47,19.5,29.9,49.4,7,54,13,715.5,0,64,5.4,0.08,11.43,10.5,87
07/01/22 11:00,1.57,22.4,29.7,52.1,8,61,14,715.5,0,69,5,0.124,11.29,9.1,84
07/01/22 12:00,1.5,20.9,24.3,45.2,14,65,18,715.3,0,69,5.3,0.337,12.75,7,61
07/01/22 13:00,1.48,18.9,23.5,42.5,19,64,13,714.9,0,62,5.6,0.504,15.19,9.1,65
07/01/22 14:00,1.65,26.2,32,58.2,18,58,24,714.5,0,61,7.3,0.522,15.4,12.1,83
07/01/22 15:00,1.8,30.8,34.8,65.5,15,74,26,714.1,0,60,9.3,0.446,15.18,12.7,81
07/01/22 16:00,1.78,23.4,34.6,58,16,82,24,714,0,61,6.2,0.324,15.01,12.2,84
07/01/22 17:00,1.86,27.3,42.1,69.4,11,84,28,713.8,0,63,5.8,0.162,14.62,12.5,88
07/01/22 18:00,1.96,29.9,44,74,5,98,30,714,0,69,5.5,0.025,13.34,10.8,95
07/01/22 19:00,1.95,36.3,40.6,77,2,96,35,714,0,74,6.2,0,12.23,10.8,90
07/01/22 20:00,1.72,24.1,36.1,60.2,2,89,30,714.1,0,77,6.4,0,11.74,10.9,97
07/01/22 21:00,1.8,45.8,32.5,78.3,3,75,27,714.2,0,77,7.9,0,11.15,8.2,102
07/01/22 22:00,1.82,38.2,31.7,69.9,3,81,27,714.2,0,77,8.8,0,11.03,4.9,103
07/01/22 23:00,1.83,27.1,30.2,57.2,3,79,21,714.1,0,77,6,0,11.18,2,154
08/01/22 0:00,1.75,23.1,28.6,51.8,NULL,71,23,714.1,0,77,5.2,0,11.06,1.7,178
08/01/22 1:00,1.74,23,28.8,51.8,NULL,71,20,713.9,0,77,4.9,0,10.85,1.7,180
08/01/22 2:00,1.71,17.7,28.2,45.9,NULL,71,26,713.7,0,77,4.8,0,11.07,1.7,184
08/01/22 3:00,1.7,16.5,28.6,45.1,NULL,73,30,713.6,0,NULL,4.7,0,11.31,2.8,231
08/01/22 4:00,1.56,8.2,28,36.2,NULL,74,30,713.5,0,NULL,4.2,0,10.86,3,231
08/01/22 5:00,1.6,12.5,25.7,38.2,NULL,73,29,713.5,0,78,4,0,10.4,1.7,123
08/01/22 6:00,1.65,19.5,22.6,42.2,NULL,71,30,713.5,0,79,3.8,0,10.11,2.5,150
08/01/22 7:00,1.7,21.5,22.8,44.3,NULL,77,35,713.7,0,79,3.8,0,10.01,3,223
08/01/22 8:00,1.76,32.2,22.9,55,NULL,86,38,713.8,0,80,4,0.009,9.98,2.6,170
08/01/22 9:00,2.19,69.8,26.3,96.1,4,95,44,714.1,0,79,4.3,0.067,11.2,2.4,126
08/01/22 10:00,2.2,61.5,35.1,96.6,7,108,46,714.3,0,73,4.8,0.258,14.06,2,25
08/01/22 11:00,1.95,23.3,36,59.3,15,139,44,714.3,0,62,5.7,0.299,16.34,4.5,73
08/01/22 12:00,2.01,23,41.8,64.9,22,142,45,714.1,0,53,6.3,0.482,19.47,5.4,82
08/01/22 13:00,2.16,18.4,52,70.5,33,148,44,713.7,0,48,6.3,0.532,20.91,8.9,81
08/01/22 14:00,2.18,13.7,56.1,69.9,36,153,49,713.3,0,47,6,0.29,21.16,10.7,82
08/01/22 15:00,2.35,10.8,57.6,68.4,45,147,41,713.1,0,45,6.7,0.325,22.35,9.8,78
08/01/22 16:00,2.28,8.1,59,67.2,41,137,47,713.1,0,46,6.3,0.178,22.51,8.7,83
08/01/22 17:00,2.14,6.4,54.8,61.2,35,145,36,713.2,0,48,5.6,0.115,22.5,7.8,89
08/01/22 18:00,2.15,5.9,61.2,67.1,30,131,33,713.5,0,50,6.2,0.047,21.6,6.3,133
08/01/22 19:00,2.18,3.7,53,56.8,27,117,33,713.8,0,55,5.7,0,19.84,6.9,154
08/01/22 20:00,2.26,7.2,52.2,59.5,20,109,NULL,714,0,56,5.6,0,18.88,3.8,193
08/01/22 21:00,2.2,4.7,48.2,53,19,106,42,714.2,0,59,4.9,0,17.87,3.8,166
08/01/22 22:00,2.43,4.5,53.5,58.1,12,112,47,714.4,0,62,4.6,0,17.1,3.6,176
08/01/22 23:00,2.37,7.6,49.5,57.2,8,119,51,714.6,0,64,4.3,0,16.3,5.3,234
09/01/22 0:00,2.26,5.5,42.3,48,9,117,49,714.6,0,65,4.1,0,15.58,2.4,206
09/01/22 1:00,2.14,10.4,38.6,49.2,9,104,40,714.6,0,62,4.7,0,15.24,3.5,214
09/01/22 2:00,2.27,18.8,42.5,61.3,6,105,52,714.6,0,62,5.2,0,14.69,4.8,236
09/01/22 3:00,1.95,9.5,34.4,43.9,7,114,41,714.5,0,57,5.1,0,14.48,3,235
09/01/22 4:00,1.57,4.4,23.9,28.3,13,77,34,714.5,0,55,5.5,0,14.25,2.7,206
09/01/22 5:00,1.53,3.7,23,26.7,11,66,24,714.6,0,56,5.5,-0.002,13.83,2.6,168
09/01/22 6:00,1.63,9.6,28.4,38,8,73,26,714.6,0,56,6.2,0,13.54,4.7,229
09/01/22 7:00,1.42,5,22,27.1,10,73,25,714.8,0,54,5.9,0,13.23,5.4,250
09/01/22 8:00,1.41,12,25.1,37.1,8,54,17,714.8,0,48,8.8,0.004,13.75,4,195
09/01/22 9:00,1.42,16.9,21.7,38.7,11,53,12,715.1,0,45,9.4,0.101,15.61,3.6,226
09/01/22 10:00,1.26,10.2,16.7,26.9,21,50,11,715.4,0,34,10.3,0.307,19.4,3,245
09/01/22 11:00,1.14,8,13.7,21.8,27,37,8,715.5,0,24,9.4,0.451,24.13,2.4,265
09/01/22 12:00,1.52,10.3,29.4,39.8,37,35,13,715.5,0,27,12.2,0.544,24.37,9.7,74
09/01/22 13:00,2.03,5.7,30.7,36.4,69,79,48,715.4,0,35,10.4,0.497,24.16,16.2,83
09/01/22 14:00,1.5,3.8,18.6,22.4,74,119,33,715.2,0,40,9.5,0.535,24.96,17.3,87
09/01/22 15:00,1.42,3.4,16.3,19.7,74,84,20,715.2,0,48,9.5,0.451,25.34,16.6,94
09/01/22 16:00,1.34,3.4,13.7,17.1,60,77,27,715.2,0,49,8.5,0.29,25.21,17,80
09/01/22 17:00,1.43,3.5,11,14.5,44,77,20,715.5,0,44,5.7,0.179,24.12,17.8,63
09/01/22 18:00,1.3,3.3,11.2,14.4,37,61,18,715.9,0,49,4.5,0.041,22.3,15.4,75
09/01/22 19:00,1.34,2.9,14.5,17.5,29,47,18,716.3,0,56,4.1,0,20.49,14.3,82
09/01/22 20:00,1.44,3.2,18,21.3,24,43,19,716.8,0,57,4.2,0,20.02,14.7,76
09/01/22 21:00,1.35,3,12.8,15.8,35,44,16,717.1,0,54,5,0,19.63,14.3,99
09/01/22 22:00,1.46,3.1,13,16.1,33,43,17,717.4,0,59,4.8,0,18.84,16,94
09/01/22 23:00,1.31,2.8,11.3,14.1,35,41,14,717.5,0,61,4.5,0,18.31,16,100
10/01/22 0:00,1.18,2.6,7.9,10.5,37,39,12,717.6,0,43,5.1,0,17.86,20,99
10/01/22 1:00,1.1,2.5,7.9,10.5,31,49,6,717.7,0,32,4.9,0,16.56,20.8,102
10/01/22 2:00,1.11,2.4,7,9.4,30,57,6,717.5,0,32,4.3,0,15.7,20.9,106
10/01/22 3:00,1.11,2.3,7.3,9.7,28,58,5,717.7,0,34,3.9,0,14.43,18.5,102
10/01/22 4:00,1.1,2.3,11.4,13.8,23,66,5,717.8,0,35,5.4,0,13.75,18.4,96
10/01/22 5:00,1.07,NULL,10.7,13,22,95,7,718,0,36,5.2,0,12.92,19.6,101
10/01/22 6:00,1.09,2.4,13.3,15.8,19,72,7,718.3,0,38,6.4,0,12.02,18.7,101
10/01/22 7:00,1.15,3.9,16.2,20.2,16,51,6,718.6,0,41,5.8,0,11.27,15.6,91
10/01/22 8:00,1.19,6.1,20.4,26.6,11,34,7,718.8,0,45,5.9,0,10.56,14.6,95
10/01/22 9:00,1.31,10.2,22.6,32.7,8,34,6,719.1,0,44,7.5,0.019,10.47,11.6,99
10/01/22 10:00,1.41,13.9,23.4,37.3,8,37,10,719.2,0,44,7.9,0.057,10.76,7,78
10/01/22 11:00,1.52,23.4,25.6,49,6,47,6,719.3,0,43,8.6,0.074,11.16,8,79
10/01/22 12:00,1.66,25.3,26.7,51.9,7,53,9,719.3,0,42,7.6,0.104,11.24,11,80
10/01/22 13:00,1.51,12.8,21.3,34.1,13,67,12,719.1,0,41,5.5,0.137,11.07,12.4,74
10/01/22 14:00,1.43,15.5,24.5,40,11,69,11,718.7,0,40,6.9,0.125,11.33,11.8,80
10/01/22 15:00,1.5,18,28.8,46.8,8,63,8,718.5,0,39,7.3,0.065,11.24,11.5,78
10/01/22 16:00,1.46,14.3,27.7,42,10,65,10,718.4,0,38,5.8,0.067,11.29,12.1,83
10/01/22 17:00,1.48,13.7,29.1,42.9,8,60,10,718.4,0,38,6.7,0.033,11.44,11.7,98
10/01/22 18:00,1.39,10.3,30.3,40.7,7,56,11,718.4,0,38,6.7,0.008,11.53,13.3,104
10/01/22 19:00,1.46,13.2,32.6,45.8,5,52,11,718.5,0,38,6.3,0,11.7,12.7,85
10/01/22 20:00,1.31,5.6,27.4,33.1,9,51,10,718.8,0,36,5.4,0,11,14.7,74
10/01/22 21:00,1.32,4.9,26.5,31.5,10,43,7,719,0,36,6,0,10.53,15.9,89
10/01/22 22:00,1.23,3.3,18.9,22.3,17,39,5,719.1,0,37,4.9,0,10.37,16.5,94
10/01/22 23:00,1.17,2.8,14.6,17.4,22,31,8,719.2,0,43,4.6,0,10.37,15.2,104
11/01/22 0:00,1.1,2.6,8.4,11,30,19,3,719.1,0,46,4.1,0,10.52,15.2,105
11/01/22 1:00,1.19,2.5,9.6,12.1,28,13,9,719,0,47,3.9,0,10.4,13,104
11/01/22 2:00,1.35,2.4,12.1,14.5,26,17,11,718.8,0,47,4.6,0,10.36,12.3,86
11/01/22 3:00,1.32,2.3,11.3,13.6,26,24,7,718.6,0,47,4.3,0,10.35,11.4,97
11/01/22 4:00,1.45,2.3,10.4,12.7,27,20,6,718.4,0,46,4.3,0,10.4,11,97
11/01/22 5:00,1.35,NULL,11.2,13.5,27,25,5,718.4,0,44,4.2,0,10.39,11.6,98
11/01/22 6:00,1.06,NULL,9.3,11.7,29,23,7,718.4,0,40,3.6,0,10.19,11.4,103
11/01/22 7:00,1.28,3.5,13.4,16.9,25,15,3,718.4,0,38,4.1,0,9.97,13,103
11/01/22 8:00,1.49,5.4,18.6,24,19,17,8,718.5,0,38,5.3,0.002,9.66,13.8,103
11/01/22 9:00,1.56,10.2,26.6,36.9,11,27,5,718.6,0,40,6.2,0.038,9.58,12,77
